raman_shift,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
228.09,88.50570193674045,-304.13946721688615,-67.73590135114007,-72.1567707968753,236.13849512174747,299.0604776155419,34.041600345238336,140.5779602909799,87.1824122633924,-3.6276313853066924,226.27881625002428,114.05711064575995,335.081567157137,234.51851190733439,202.00401142335937,-33.34625223748259,35.22927936036942,187.65363383354457,44.62580309255044,413.8964505340557,441.41993566181816,234.70566063171702,94.72129160911854,442.15251763547974,289.75138648434785,221.88887553951406,-109.71451300111978,147.86535669409886,28.403469616069493,-157.5222567123149,199.15477173953235,-2.3690347461524652e-09,303.25001729153144,921.4024669775594,157.79408939038626,287.4925536389056,442.7879169696999,22.42568785193578,-399.463597964651,488.8055133745387,111.73551275287585,504.6613331263885,-127.90030009266488,130.7088092669602,137.2942518411117,-164.39179001712978,314.82031733300386,100.6557151925588,176.07754625816014,147.1407914592244,535.8178783463983,557.3577703959484,326.5959372270137,135.1323405663513,-12.938814000613117,363.77848871300506,38.09855910407215,57.96045178554243,308.6555781424777,51.56541677896617,-0.0002765034395793009,474.1166001903341,402.1341627304052,88.44024099352825,217.77047409293752,-38.37422633288388,66.02732658376698,98.33233422787464,1.4907802420519047,0.0036145570800272253,308.2881092352109,274.38613168047294,177.56369487766304,-69.26383889713888,570.960489519615,101.54179432080107,3.124759757611173e-07,198.03987827197773,73.00954959768045,-99.85306828492695,7.306103139780603,63.733738431193906,326.7031951964626,47.44533442512131,-296.29236480398873,257.38571232102777,182.18721173662658,10.252836446616644,475.35255629241,-294.56866188768305,117.23452560088279,125.27896045186455,170.1220512418979,-135.04415526407647,36.87130655975983,27.470714405775638,-97.61299863164432,27.460508707542083,1262.043126836938,36.25826377631165
238.39,1.1901631348217947,85.99465137443123,10.62852545333634,-13.27408299190944,145.56666303769452,21.710259478555457,-224.65442720908163,-124.5669005273848,-4.508025059992622,-83.73534480848875,-5.823592102211649,14.642104989767446,48.76443285086499,-22.7447616126923,-85.84120761092728,49.553853786942,-188.5193340870062,-3.529090088710703,-213.6159626719881,240.7445456710602,113.42465249611894,290.7241652317111,98.8598648491777,290.80509312781874,-54.52626801941186,69.09232507316523,0.20266252486911185,426.5766181852259,14.19611128701981,94.74528945814805,150.30543984517837,224.9268647488106,161.0165953154074,426.15243329964034,117.52996485306376,-19.856440076542803,342.87967526743944,84.3616229443285,226.40611654353688,18.110826555942865,-99.45197978434703,31.96167752874321,11.072571386777792,70.89276015557718,-1.4872010711113006,194.90433481598595,400.0910884480632,67.18585492200538,181.1500697611476,-97.58351292647068,328.58780118339354,241.16906582221284,335.3380537625682,258.10927358533274,99.70899708102027,22.159596561787033,80.3524849822789,118.466452713145,154.05656431817846,-49.087462776842145,262.821962520468,222.92293975624528,296.11600469921416,181.97573249030484,314.5506930879883,98.4489132482461,23.735416502929528,297.8204395488249,-26.596599534928977,298.13665347590444,-24.681707596509877,-114.22724248022378,67.07775964135796,56.45774372875091,226.21289744280958,338.07257936659744,74.41646630953616,166.63538432595206,91.1958126353001,152.0149663384022,-145.8525279373916,-42.65713913996656,346.83290302911905,88.69803592894182,338.8842890327184,99.35331995995281,88.06512354944736,-1.1834437430024991e-08,316.4542373634298,-135.0987182122764,314.2777564908127,200.16569502553546,2.242208921643396e-06,-5.082543885148316e-09,341.89215265631896,81.28888308926085,-0.07642651129117439,-6.677353239774923,1201.1122089713815,-24.005212112705024
248.69,61.37391068604275,39.83094219780861,-61.95182005042027,-167.52315759234534,230.44473528961134,144.19189566240271,-130.5665628194072,0.5159401987131531,-51.47143310462517,-4.799681023123142,-72.9222150242544,175.96293676103102,-31.796364666737055,-62.87514495169556,39.517355889458486,398.7139138388075,178.11403596934298,-154.2650557527405,-109.49187965250161,-3.684770264200665e-05,325.3127053022961,-103.23728008459264,328.0119732622827,381.0324259088257,-140.6646283728748,-83.70368870872882,11.994293041147053,506.3939128613436,-114.68157386970516,193.6290686321775,0.07362737010837961,274.44030228796817,87.36999913169616,767.2611135795669,-188.89255124553802,78.38285716030357,198.83123627479924,63.323417576420695,198.19943153982854,67.61955434221122,183.7798622579288,188.26851845154516,-82.44144567431951,-0.1456378728210126,143.85662590646245,-17.470562472563657,99.7024133690007,101.48581935928006,234.23581117839458,0.0003298791463102191,231.43099741491653,413.0135286221637,89.34656390406745,-80.82642870532402,-41.43693586147509,36.29013721932711,-68.70802004460361,-78.42857865439926,-132.43959761469685,264.86939231266024,194.74085743683008,326.11512667486954,-43.59399194956154,414.7179474408184,123.98320003107227,130.61994624916935,-6.914431637103368,83.50056978276713,260.4755794025924,-246.95452026481524,49.75225835823045,3.7778519660492016,639.1516976393928,-92.95699167909046,59.91861649697534,25.882824841594328,148.83190019865788,234.50812001628378,439.21792555899236,1.5541253617357143e-08,133.19477834956558,199.84700188733598,-32.32811548074276,29.8949700947577,9.256907724929675,35.35282367830173,-100.3556857872666,57.58482806636415,1.1921411359438423,24.371489171407248,-141.13851790717476,434.5966197676405,154.88947271990207,49.26234527975089,30.64420889991672,176.48586208553846,-444.61677983360624,-20.098058897488347,987.724289982886,-116.90875756227345
258.98,-195.9446375033523,-163.60153585838967,-6.611910900782762,99.358470653513,160.5016961845759,-11.132147445507275,261.42723532432933,15.60167864248271,175.19665876371968,-0.083791657092533,208.6208338682485,79.18616898557636,45.29791912047098,-159.29957581538625,-39.04312638729194,0.2063664682856512,121.50480573140804,23.990048815155138,16.265102285532052,83.69893624270011,211.63910016425154,17.825961843459687,-36.57227251565638,199.81706507155312,156.33122143780477,-171.09832028569394,67.39913273696114,311.02563247657974,204.17256529475756,-112.85883148288127,312.9092024969194,107.42447498114687,0.0012307470867938264,110.22086333672655,143.99734331210178,0.03809979289689025,-105.21822387432437,161.20012231966015,-10.14881331802026,-158.2770520184829,173.70886962470087,319.41191682990575,112.5548619473378,-104.84923120205072,109.15686010411954,1.08114097919659,156.8063472173104,296.7340462381876,332.50523437686746,-123.07827868960247,244.3450169104681,40.39414488453423,344.32230676865174,76.14020034096929,-245.31757375961124,243.94310156508593,-63.58750077873146,99.32857631167747,160.25628931858125,-143.86760648123308,95.00790587295847,1.1028618018826819e-08,17.70985359881101,-36.992317235185034,217.8463080546793,6.098564088574676e-05,-110.34938602288818,268.4151689160279,258.6482163443163,316.683025874086,-34.08575518171197,39.78568977515569,276.7248343200947,-22.84471737452496,60.37430478062292,344.13312256779267,144.44040980620457,165.12721859212215,238.47071514608726,292.846826104963,-178.733944453347,140.36252872370034,-170.74227628127323,-164.27834582667919,465.0115031948518,-5.143581111870688,0.00916309767165302,44.37846004523719,104.86215328888562,47.8904549608075,-200.94710545122882,116.51361214854529,76.35963933130205,293.7570003480508,64.37683263720929,280.5424550145667,-107.1449177735315,-178.5465346637324,675.8433673077013,-43.64536437028325
269.27,221.73217746567366,-27.127847500531672,189.4405054312084,-95.97546886898999,413.0613854386921,15.284333608406444,-78.27785524029342,-280.97098867674237,146.65140561768382,110.66356081774795,-28.80471844902805,277.7058839329385,194.53688655116025,178.54520268135556,193.64219891435536,-172.38317930389016,140.3766529846905,5.210777143105361e-09,-74.31478484033929,-119.20106614738731,-260.1530335895655,-172.84796578047016,244.05196067955723,-5.843050157038476,129.97601064301526,411.88417761994265,411.73270641790515,303.64373281285043,-91.26521135625262,-120.7954302827992,-514.1368662128251,373.45247656767555,129.35909873639872,440.3555573069498,15.903969058041923,101.0357772173529,-122.38391158751733,-17.50613593502194,-179.68670374345805,83.1672550447436,99.3876456348818,-351.7857798350379,-87.39524509443407,-209.5559376724462,68.82693689190077,444.8774584301295,-137.99238132836723,393.12781408209446,281.06034545294744,93.32186808618654,-151.99902398107716,37.31214073045376,-122.45223534059485,165.08088430633367,52.68539243318385,-120.46783193276269,155.6745454755183,305.6786640297518,-71.76912491206535,0.2085779693909021,-617.6221009401686,258.75222260412943,70.34740766763346,-184.19440825447464,282.6638645100197,-284.69121370811786,10.370094790112201,214.36467456007858,280.1644910778366,-47.52039408232281,-106.19992418905673,397.9185656005337,195.51279067413108,190.69463533660272,-132.25960587546794,-0.17470811402536413,-29.240493898266536,583.3674008368375,-210.40295566108165,316.43905892785375,185.57827842936794,-97.96967619023916,201.69849591409627,-128.91818384726204,-226.40926869330062,98.33834690050652,-303.34271622232677,506.03681872838416,-172.05809568012313,53.67848652867771,-60.00106391411985,197.28347265327133,-108.54081704897496,-14.898859109283876,39.11853354113282,29.897792485723567,-362.1056043403833,394.0602174010545,319.4414349576573,80.06106424347735
279.54,26.90313257493682,-32.70490294531466,47.78388096769861,1.4305808115343552,131.48786386867766,-64.75010556447405,10.58328973909994,-22.322766413688754,-66.0685380841652,-202.69730832299766,-87.91146242141373,-0.07838380347677187,-27.659464001723542,-153.77732924370997,-155.91645163622323,147.19938932698997,-80.68059970330035,67.70319395754642,-132.4434718949929,-27.4020973575626,-2.1626788670213557,97.28463559816134,221.0072812970202,157.62015957342408,41.128418675189934,-176.9364466038637,210.91443048536823,198.16609384302666,47.369359167550016,0.0014733809794265085,83.64127900245379,105.00110758734257,102.32211556151066,348.18729654594136,107.3061127698127,30.967153286991657,158.36793807730294,0.11838278561858573,72.05847114095077,154.9095415071196,58.57851192032662,-52.92931707243643,96.40277701383725,44.78923082728201,205.71345334148742,1.6029759241056212,206.16447370450527,94.1551047006222,48.82221048202126,9.847266097571055,131.84366276712606,240.1307136785018,152.30491764260353,259.6680996029683,22.755605591193472,107.06687470298134,12.291638499645497,-42.81940471313173,-28.538821051676706,78.06098951092456,180.39704432592595,-55.88422785410496,68.15225694797614,42.71498326426405,89.1260052049149,96.322279704101,-5.746952443717234,0.028889802390963837,82.81586013064471,180.56572807986078,56.16304022498064,-189.83994702215168,0.03343088337546618,9.096683908935816,34.92609044769732,67.0432986160724,65.56808701996894,0.003267260408208017,111.29676654852341,117.60353531485394,-141.05047898371126,-5.003430915119987,236.50299005356882,-64.13681546650146,94.04562653802451,10.805887977550498,-79.21843186761782,109.3765759404677,176.45967442024715,-82.3942885144441,228.56034490478078,-52.88185957262447,-48.208789950879236,66.90835631336056,170.10536891996253,219.63968459186464,-18.707528156617443,126.10431914788296,-27.519524653698227,-101.86029479063059
289.81,-77.93349043127282,-48.42748294124866,-4.32645195840086,-93.75157927022391,417.50643113690427,145.99968780497605,-78.25307980654175,-180.0917890491623,86.93783240161933,-54.83141771260649,196.31355065975663,17.38647925785929,1.3177839438000447,221.59818079322838,-140.56708425465337,-20.01026145689262,51.409053282922486,84.17880720852118,1.4272843658856544,145.50082931901102,3.509176741137196,52.968541198703214,0.016300179891246103,321.0500511235241,1.1970021295316329,0.0023160760660232427,78.23428328732774,38.18148586086572,-67.91548551693879,-46.279696513463705,-184.46326111219258,140.7566951123342,1.1868111342986793,92.82087798850552,-45.52136348721368,74.01837646970237,72.21914532491951,81.31677385344254,104.87340538145573,-7.037072025069623,-244.81793535993228,-42.033361323410645,-8.30347315476498,63.51136572322505,140.03898342127508,-106.54019909190703,-88.74501093355981,125.524970897449,183.72869033463283,-158.49853632184065,91.09120476493388,-3.547015126059705e-09,104.38060803675735,3.346148638172508e-07,-266.6705274328664,-109.40731262390189,-171.07827990125415,-13.812700196128397,137.97847968914283,285.47961215030784,-100.63353804584571,87.54990965681417,-161.99409920920482,258.00929396420764,0.02165529829341395,105.23884238754835,53.817954744256745,-188.0931208486393,-193.32989961132358,29.341810814185408,66.11694389924526,-98.21270807935831,173.63555683230737,-154.92891258884373,0.23543561245358546,32.08998268059131,-154.85674776314644,-22.772573944890848,18.478573852308614,217.29137673673378,11.568805518801256,-2.9773495011653495e-05,133.3180201099306,-102.35854595886306,5.638042745188127,40.79761869177668,156.6893876205196,-128.02587541207683,100.12032496257306,-135.71392045261726,-34.958466898751446,104.65022854492815,-76.52242853468027,6.733271598518414,221.43071901356663,146.2917588796007,102.52871393312344,124.52857604874501,-228.8505677786328,-156.18832814266995
300.07,282.21977440769757,-294.98123707519613,-225.29034277382345,-296.7793019589797,-70.6016624853495,-365.02870919824176,55.03416267723247,-432.14576844244965,50.51127397687801,358.11075281751715,214.42118434312252,5.484049651122554,350.9463923577305,272.6143071907126,-342.55228276320105,415.2195567313399,137.6648835298981,-576.2030641969607,-108.08008628478952,572.5465205314932,-180.7403363636644,89.96207249699708,353.72141452196126,-101.86518930809372,428.6389494505134,209.64198155419567,-427.88255747495134,-271.67898599422165,-0.3046518905343234,-284.2896974047536,-156.66327883043144,313.5142545857812,-355.12840378839036,-160.61055983672145,-0.8285131701235926,-313.3566871015697,-995.9950836735667,-11.768730655107532,-264.15793551974343,512.5488748401923,267.4218855975136,-201.68243488126305,251.13385700938463,-576.9540036674434,57.461657593370894,266.8836443494639,581.8104487616616,-447.46671665092606,-119.21484964973436,490.734906981029,-268.61556085807337,151.9109415316743,33.784833001085616,-565.7626411264145,-299.4498484307014,100.97819127022996,-397.2959251512201,-265.10091559473096,-538.4949038468611,141.62627523051918,32.675443609638116,784.1292244083994,141.54873212793765,-338.7684914909298,462.3089928780053,192.64506684403506,-75.85905134120792,-551.0790002201355,-381.94012387585013,251.5780680880124,102.4501851191007,113.46528738272318,-174.24269588920262,-99.4180289280362,240.51515744890668,-256.81645860440165,27.448205967361353,9.855833765477124,293.409275797533,6.743381343175038,-153.35075016444586,-36.0465457699383,-568.8025034796865,580.3992170758839,540.8320018997108,-481.67194353579026,215.78631225635658,-244.51922403124144,147.66572898887785,-274.7392420586582,-0.29347339701438635,16.91016586815287,-382.5791894866521,70.79759351809513,-39.86680012845261,-77.84088093876764,-122.8074070911974,-667.2898994469979,-47.57566983541288,-311.403835545637
310.32,-102.63863222311575,-21.527680027001225,-75.28344332235713,-104.35269693469357,161.07109988563116,81.97801930601807,-154.00873053216165,-94.92989119720518,143.01557198643278,44.76817516843326,102.14891100359029,75.93267255683432,-125.1366555357102,240.53151057758902,0.1437843423367866,75.88441980418337,-390.72983910885205,111.74670992457473,-323.0514949001788,-87.31256693905823,-6.891105564489635,156.75658626311792,-57.15743586776385,-117.68737597114998,-214.51894742542046,18.69305659170658,-148.999999054063,265.7651280765083,171.02878431581132,-45.7120877705242,147.85913982759493,-179.8052352535802,31.99417613672673,-383.27272783340425,117.90499614061775,-372.408350577359,101.2733254810965,52.72627524723937,165.0369089969755,-111.22578154165286,-80.71932559510648,21.655041592004757,297.69754944608616,0.0001349295622929958,-157.36609964497526,34.851990627531436,-0.3945953112449452,-66.08810412342537,-4.204786673659555,-169.86362238890447,99.82952672150297,-60.189582742644056,-22.697641827938018,-125.59783486558352,-21.39986015960998,83.63584623570694,130.29059246176348,61.31344061007506,126.92764137718879,161.88351243545907,140.07948217633557,80.37711354133383,153.64122597404557,70.80396034862201,-42.030624194346146,-89.14115051117892,53.548164535254415,-176.80789616013016,53.92249704346426,167.44301142030758,21.546762957676933,0.07284513377999247,28.56465989209308,87.82233922336876,-107.25951519459882,0.04842258897408058,49.189749557201196,331.4755003651234,19.531167133410786,-399.90065190691445,-309.44909526969946,136.07138048974963,232.28921092737036,183.1470050581181,-71.15000447141594,-2.1412102245069677,80.39314050493252,-71.98451189055046,-120.50061773396693,0.000145117646638937,57.99399388275239,-59.06455187282806,-266.1268121247234,-84.0319756057256,-12.288042502671217,-109.90091015235964,-99.3184759049081,68.11830932101634,-76.88170426569897,-276.71352413541354
320.57,-0.010675707733199147,16.022844864807,-63.429130366694835,57.26541826927243,-79.53594158158232,-146.06024346754842,52.45039161180367,124.43326885236355,-9.166656897277598,-369.2903399946161,141.61091514992225,-122.50270891385347,-5.352802645575139e-10,-271.38784654258984,-153.54056492150966,72.7341280223511,0.13733051630470072,114.74210288396014,-126.98067102571937,-60.43438271328431,85.55285823867857,-9.597094409609582,209.64960617011738,344.1496572222345,68.90967505116963,160.2105669638765,-134.53211853562289,-98.657629275422,72.05787971968451,-182.37516679695685,-243.62345674261172,-34.583614032142904,-255.8399496193433,-546.3254832900509,104.88209309922809,-152.80409071435463,39.926974406248696,-195.3694765333175,39.960686125139546,-53.47474127663038,129.77436010063508,-20.59065938499237,212.61990793214017,-101.86169675147036,-26.22394278526535,67.54828460468974,115.42144737193708,-6.7237221249826575,-70.05010152903657,182.31731077780898,-62.37441033221851,20.961294158591905,150.02812890922726,-14.23441947119488,-439.1417189644417,-121.59880632702084,95.35551945794788,290.4759453313859,-24.832119778503728,-85.64102532297387,0.011933819202361917,79.5661481636425,226.24434555785714,-166.38853279577242,7.867151912077368,-10.461485630916062,-137.2938944969949,-265.90716169102893,49.134134952127084,-223.06683565010343,-44.70069353083241,-13.771879192589608,231.31397722309666,35.067952521181816,42.25304020699167,-23.32050426804122,-133.4183554767711,133.22053625251763,-271.9201311738723,-268.045692391615,78.38591782346475,-26.042563240241343,-20.62993975236343,-84.6258511389384,11.058045245475043,68.90054426405698,-311.3739908943902,6.139060723707388,50.87464592211225,-136.06610009141855,139.90574609524657,59.89692791402136,-96.49512120858347,-102.79264591449476,-173.53018794214796,5.764528775732629,90.05399951867753,-167.25699318515018,225.9975390751933,-182.67599623654792
