wavelength,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
250.64,-412.5,-601.178,51.168,-56.493,100.627,-212.898,284.841,-230.47,247.323,-204.104,90.487,-468.269,32.066,171.563,134.157,-10.758,-159.053,334.387,-113.577,754.339,-21.704,-149.088,-330.75,344.722,404.873,136.256,-73.595,-5.449,242.982,10.956,317.849,-13.704,-414.268,-773.872,227.742,551.821,242.756,387.192,241.123,-186.383,212.295,346.653,-249.294,-126.229,391.025,-140.806,-115.415,149.663,-152.523,19.803,28.224,225.681,-116.044,8.501,-8.555,184.991,165.612,257.399,295.332,446.285,500.675,-420.657,-435.644,319.022,-14.512,-351.748,-203.785,5.828,-96.299,-52.519,-61.55,-5.857,67.377,538.567,386.163,-186.798,-84.639,-73.0,-286.056,351.205,493.95,43.979,-29.36,-200.11,526.526,129.294,330.043,-218.264,604.801,26.599,295.23,103.41,-274.783,307.636,-200.508,-115.274,408.779,186.463,56.353,-163.2
250.7,27.5,-12.683,0.0,-225.972,82.566,160.971,154.18,20.952,94.72,-71.569,69.196,-143.673,-72.148,-5.361,-80.494,48.41,212.969,242.7,200.112,164.927,78.677,187.038,94.887,89.574,29.89,98.104,76.321,-51.767,234.791,-153.384,-73.982,46.594,10.974,-696.395,-104.267,77.255,91.033,-60.844,194.007,-38.946,139.668,117.415,-14.005,162.695,219.424,16.897,50.67,-48.005,19.771,294.216,166.523,-73.346,-76.419,-141.69,151.136,-91.072,265.551,142.999,137.631,0.0,-189.911,187.279,51.931,116.008,-29.025,-46.512,270.743,-282.672,169.253,-125.462,90.86,310.414,29.294,175.62,35.106,-294.791,70.046,-8.76,-26.27,-5.853,23.521,67.434,-320.02,17.657,70.596,-82.278,150.287,-53.091,-150.463,-171.417,-150.567,-5.909,-224.554,5.916,53.076,-41.381,-296.217,56.235,-249.139,-29.673
250.77,180.0,88.782,-10.234,87.307,-446.373,158.375,13.066,230.47,89.457,132.535,228.88,154.316,253.856,13.403,-142.207,223.226,-24.262,-159.103,424.562,254.15,358.114,265.648,-214.174,81.43,589.647,-218.01,-139.013,168.923,-8.19,5.478,405.531,98.67,-156.379,-472.733,-93.292,206.933,-49.655,237.846,88.689,72.328,-47.487,92.254,-131.65,190.746,-354.454,-197.129,121.045,-166.606,-434.973,-22.632,177.812,-465.467,90.571,82.18,31.368,54.074,154.191,-323.179,424.361,365.666,-184.156,48.981,147.138,-34.802,310.564,-127.909,171.762,-125.308,-288.897,-180.899,-55.688,172.778,-225.567,73.175,-114.094,-151.774,388.171,-125.561,-265.623,128.775,61.744,325.441,-114.503,323.708,411.808,-167.495,79.564,392.286,-103.259,41.376,271.612,-73.864,-8.864,-20.706,492.423,-230.549,-234.011,-153.906,261.003,-32.64
250.83,-45.0,-12.683,25.584,123.257,30.962,15.578,65.33,157.139,147.341,13.254,13.307,-37.249,98.87,109.907,21.465,72.616,161.749,-70.113,51.38,64.889,62.399,59.635,40.666,65.144,5.435,-19.076,133.562,21.796,60.063,54.78,98.643,0.0,52.126,-74.038,145.425,24.832,33.103,60.844,44.344,-108.492,-44.694,33.547,-16.806,28.051,84.394,2.816,-25.335,56.477,59.314,19.803,31.047,36.673,-28.304,22.67,96.955,73.996,79.951,-57.2,63.081,-175.635,92.078,126.773,-5.77,52.204,37.732,-29.07,23.29,87.424,113.808,-105.038,123.101,29.284,76.166,90.737,-49.733,143.017,99.232,-20.44,-20.433,-29.267,8.821,126.072,135.054,52.97,105.893,91.094,20.628,168.123,64.906,20.688,-97.426,100.456,148.734,-245.517,32.435,67.982,14.811,2.96,88.978,160.233
250.9,10.0,-134.441,58.843,323.551,-67.085,-186.935,-292.68,-13.095,21.049,63.617,-85.165,-114.407,114.903,-77.739,351.492,-75.305,266.885,428.77,-8.113,62.186,-236.437,81.321,78.621,-59.716,86.953,231.635,49.063,38.144,-43.682,-257.466,-150.704,24.668,263.375,304.38,-115.243,-93.81,270.342,113.392,291.01,-236.457,-209.502,-131.393,56.021,137.45,-374.146,180.232,233.645,177.901,-14.122,299.874,70.56,-248.249,-39.625,226.704,-68.439,-162.223,-22.843,117.26,-183.507,-158.359,92.078,-11.525,-5.77,220.415,31.927,-69.768,-2.911,-52.455,-70.036,-105.038,120.17,122.994,-128.896,-90.737,2.925,90.48,81.72,294.922,110.92,-35.12,-296.958,41.047,46.975,-82.398,179.431,-179.249,132.607,64.889,-20.652,56.154,-259.803,56.137,218.683,352.006,218.199,-8.867,266.595,-2.96,-151.263,210.676
250.96,-87.5,55.806,161.18,136.097,103.208,-64.908,107.142,96.902,5.262,145.789,93.149,-29.267,13.361,29.487,26.831,164.057,86.266,129.44,-16.225,27.037,-376.6,135.535,135.553,67.859,10.869,-49.052,43.612,-24.521,111.935,314.985,145.224,63.039,90.535,21.937,-32.926,160.028,5.517,41.485,58.202,161.347,67.04,106.232,-28.011,-157.085,112.525,-28.161,137.935,14.119,-87.559,84.87,84.673,172.082,65.098,-11.335,59.884,11.384,108.505,145.859,77.417,48.947,-8.632,121.011,167.333,78.305,60.952,125.002,37.846,49.54,23.345,49.601,-67.412,61.497,43.942,29.27,236.964,105.074,119.662,102.201,55.46,26.34,70.564,-41.047,23.488,26.485,173.548,-76.401,-64.83,-23.596,-23.602,38.421,32.475,130.001,226.037,139.028,26.538,2.956,115.524,177.584,8.898,-2.967
251.03,97.5,-68.489,20.467,-87.307,5.16,64.908,67.944,39.285,42.098,53.014,53.228,-10.642,168.346,58.975,24.148,21.516,150.965,2.697,116.281,-27.037,-394.105,-18.975,-29.822,67.859,27.173,70.853,57.241,-38.144,196.569,95.865,90.423,-8.223,32.922,19.195,65.853,71.737,-30.344,49.782,97.003,72.328,-53.074,67.094,42.016,19.636,39.384,78.852,78.82,50.829,158.172,25.461,14.112,-14.105,-31.134,124.687,42.774,142.301,39.975,77.22,43.01,80.619,192.789,46.099,-66.356,63.804,20.317,52.326,17.467,-20.399,40.854,35.013,90.86,93.71,58.589,2.927,49.733,105.074,93.395,61.32,11.676,76.094,58.804,-26.387,111.567,138.311,94.128,-2.939,67.777,79.637,79.657,-168.461,0.0,65.001,195.852,-141.986,26.538,177.345,-2.962,-5.919,-94.91,-44.509
251.09,-10.0,106.538,-56.285,-43.654,10.321,31.156,83.623,-28.809,-10.524,-132.535,-178.313,45.23,114.903,174.243,126.108,91.442,72.787,0.0,64.901,-8.111,-324.967,54.214,54.221,108.574,48.911,2.725,32.709,81.737,111.935,87.648,158.924,57.558,-189.301,43.875,-76.828,333.851,-30.344,66.376,44.344,105.71,198.328,-25.16,294.111,123.424,-135.03,-30.977,22.52,223.082,-22.596,70.725,-194.747,39.494,11.321,170.028,125.471,-11.384,102.794,-125.839,-43.01,129.567,92.078,-77.793,100.977,-197.214,188.66,159.886,215.43,209.818,-96.299,-20.424,-14.655,-184.491,-158.19,26.343,-32.18,303.547,148.848,154.761,157.623,32.194,114.667,187.642,-91.015,208.939,67.654,323.235,-58.936,144.526,38.353,192.105,50.189,-32.5,153.193,-195.23,76.665,254.195,-130.335,62.154,2.966,172.102
251.15,-47.5,172.49,107.453,64.197,59.344,49.33,156.793,107.378,99.982,214.707,-77.18,-141.013,259.2,58.975,-246.85,207.089,-132.095,53.933,-16.225,35.148,-205.203,165.352,268.396,-16.286,222.816,103.555,136.287,-70.838,158.348,-183.513,-60.282,52.076,41.152,43.875,-214.022,68.978,380.686,-91.267,-83.146,-102.928,58.66,324.288,86.833,89.763,104.086,-53.506,160.455,2.824,112.98,36.777,214.504,-138.23,150.009,399.565,57.032,108.148,-14.277,71.5,-166.304,80.619,74.814,175.754,17.31,-66.705,235.1,-61.047,-26.201,174.849,119.644,312.196,-32.241,46.855,17.577,140.496,187.231,-55.456,93.395,5.84,55.46,-14.634,152.889,-38.115,176.158,144.197,194.138,-23.508,262.266,56.041,324.528,230.526,-97.426,277.73,123.112,218.895,182.816,-2.956,-106.638,165.745,391.504,-53.411
251.22,37.5,149.66,53.727,43.654,139.33,33.752,39.198,-125.711,-21.049,294.228,117.101,180.922,205.757,-5.361,120.742,209.778,153.661,361.354,-216.337,183.853,-70.834,59.635,67.777,130.289,51.628,119.905,278.026,207.066,349.457,27.39,106.863,202.822,224.967,-16.453,458.227,2.759,-60.689,82.97,185.692,83.455,231.848,145.371,154.058,56.102,239.116,70.403,295.574,206.139,-33.894,181.056,242.728,47.957,178.312,48.175,-219.574,-139.455,236.997,125.839,292.465,-80.619,359.68,247.784,-11.54,116.008,232.197,-119.188,451.238,-116.566,70.036,-67.108,93.791,-134.708,155.261,134.642,178.454,75.887,236.405,175.201,67.136,324.864,-249.915,2.932,161.478,8.828,111.776,179.249,20.628,44.243,191.766,-44.332,-168.281,144.774,130.667,65.077,88.459,-50.248,103.676,198.302,-169.058,145.396
251.28,95.0,-119.221,56.285,331.254,307.042,290.787,243.029,280.231,76.302,-161.693,21.291,223.492,-101.542,115.269,-241.483,21.516,150.965,388.32,-135.211,400.151,42.13,360.523,92.176,-238.863,225.533,-98.104,433.393,119.881,101.015,356.07,-30.141,323.419,-109.74,298.896,71.341,-248.319,-124.137,304.222,277.152,255.93,-226.262,114.619,134.451,106.594,-30.944,-115.461,284.315,-158.134,177.943,-147.108,155.233,28.21,226.428,286.213,-48.477,586.279,171.323,80.08,40.142,276.409,28.774,610.817,-164.448,527.836,359.906,-40.698,84.425,40.798,-189.68,198.405,76.205,125.923,-249.003,0.0,-193.082,78.806,300.614,137.241,26.27,81.948,241.094,454.445,-208.453,141.254,255.909,135.171,-35.362,100.284,82.607,97.53,-118.092,26.591,200.916,-301.72,-91.408,-20.69,210.314,-139.107,-468.618,83.084
251.35,200.0,164.88,-76.752,174.615,332.844,-20.771,94.076,209.518,173.652,204.104,247.509,268.722,146.969,56.294,56.346,389.972,256.102,350.567,154.14,254.15,97.667,479.793,309.062,369.152,201.078,-5.45,-40.886,321.498,445.011,164.34,54.802,430.311,340.193,392.13,359.448,237.283,201.377,218.487,498.874,328.257,100.561,209.669,159.66,112.204,233.49,154.887,574.259,319.092,231.609,8.487,234.261,620.622,509.463,235.205,82.697,301.677,354.068,151.579,114.692,118.049,339.538,440.825,285.621,292.92,357.003,154.072,227.075,37.884,323.915,288.854,146.548,219.633,131.825,134.642,356.909,151.774,516.589,277.401,256.867,73.168,20.581,328.373,-61.655,91.227,94.128,117.54,138.5,174.022,197.667,-59.109,147.615,295.458,260.009,207.063,50.127,159.611,118.487,183.503,20.762,189.905
251.41,200.0,164.88,191.881,46.222,655.368,399.832,15.679,196.423,320.994,275.673,332.674,758.276,219.118,155.479,308.562,414.178,382.805,560.907,286.647,148.705,138.362,523.164,555.769,681.302,538.019,239.811,95.401,495.869,376.758,164.34,169.885,570.094,320.989,348.255,455.483,311.779,427.582,365.066,565.391,464.568,424.59,402.565,330.525,440.4,284.126,506.903,965.543,375.569,434.973,-62.238,699.96,840.661,752.874,646.105,59.884,304.523,428.307,326.039,200.711,400.217,581.243,838.432,672.219,481.433,438.273,267.445,468.706,340.955,364.769,510.601,246.201,281.13,524.371,275.137,485.63,569.151,685.866,481.803,557.517,319.011,102.906,331.305,287.724,235.424,447.106,188.064,55.989,277.255,212.418,472.874,106.283,325.004,82.73,221.853,507.166,342.868,77.016,325.57,41.523,234.414
251.47,-35.0,126.831,470.747,100.147,939.188,205.109,287.454,68.093,484.122,296.879,582.845,1314.345,342.037,613.873,512.481,618.577,420.547,1248.557,8.113,478.559,406.948,840.316,1252.513,1473.892,369.548,468.721,414.313,929.074,789.007,-65.736,279.488,1011.368,460.907,1025.569,1553.033,535.266,995.851,1086.902,817.6,428.404,986.054,1065.119,106.44,760.18,1043.671,712.481,1866.342,968.572,912.313,265.926,1484.592,1706.711,925.525,1348.886,236.684,708.657,976.541,494.778,625.072,633.436,1165.364,1472.299,1171.334,379.926,1358.355,252.91,529.841,609.056,376.441,525.19,11.724,380.697,550.736,816.631,427.12,119.668,1103.223,911.045,995.358,447.786,317.539,507.219,393.419,79.456,464.755,573.008,583.469,451.276,678.558,165.506,395.609,1031.148,322.057,2.958,843.311,886.727,231.049,254.537,77.114,-20.771
251.54,700.0,443.908,304.451,423.698,2002.226,399.832,2.613,696.648,902.467,424.113,1394.569,2298.773,905.864,710.377,88.544,1221.017,566.12,1849.914,551.66,1065.268,767.775,2336.62,2239.341,2106.335,703.772,536.849,703.242,1825.453,1851.028,495.76,646.658,1800.729,801.1,1510.933,2167.661,593.207,1776.532,1869.582,1543.739,1232.356,1790.54,1179.738,406.153,1021.054,1218.085,1163.061,3071.16,1793.13,1536.527,746.857,2012.384,3179.279,1720.854,2315.21,-57.032,1596.613,1581.882,1192.615,1204.268,1301.424,1901.99,2898.498,2691.76,1049.872,2806.686,616.287,1216.888,868.414,960.072,977.436,313.613,1136.233,1526.242,948.346,1468.591,957.341,1567.278,2683.494,1447.794,1118.001,164.65,1076.009,968.867,238.367,855.972,784.58,710.182,772.774,1268.608,422.631,91.521,1734.338,233.418,488.076,1654.187,1442.409,189.579,565.309,124.569,489.6
251.6,1005.0,157.27,253.282,744.681,3343.924,462.144,316.199,573.556,1628.65,474.476,2318.072,4437.909,1453.658,447.671,437.353,1869.178,1137.632,2834.198,621.97,1424.863,1207.279,3578.118,3654.518,3335.935,1437.434,978.318,1403.759,2443.928,2500.799,586.147,1331.678,2732.613,1788.758,2424.073,3342.039,1023.627,2526.869,2135.085,2339.167,1816.543,2173.229,2191.741,969.166,1408.156,1580.978,1610.826,5227.446,2360.719,2505.33,1179.695,3186.51,4623.636,2833.182,4211.019,333.639,2547.182,2304.294,1901.892,1648.7,2107.615,3314.814,4079.795,3990.037,1922.833,3558.425,889.546,1711.794,1331.763,1362.776,1613.499,779.637,1754.133,2235.168,1241.045,1863.53,1185.002,2629.641,4216.502,2720.451,1823.337,267.556,2025.946,1403.39,891.668,1994.327,1736.655,1043.171,1050.029,2259.892,381.255,495.987,3055.035,466.835,704.013,2936.845,1847.347,207.352,1260.846,174.99,127.593
251.67,870.0,454.054,544.941,944.974,3377.466,397.236,159.406,754.265,1752.311,580.504,2163.711,4578.921,2324.784,895.343,649.322,2146.193,1595.92,3435.555,978.927,1576.272,1497.568,4602.761,3865.981,4361.959,1635.795,1509.716,1709.042,2547.461,2803.843,643.666,1945.455,2971.066,2521.271,2846.367,3284.418,1506.47,2733.763,2367.4,3115.194,1880.526,2569.885,3019.235,1027.988,1941.124,2185.801,2103.649,6229.584,2318.362,3409.169,1374.896,3293.762,4854.959,3682.287,5412.547,393.523,2285.348,2744.023,2682.669,2698.134,2340.835,3763.695,4596.832,4353.554,2247.655,3494.571,1168.619,2308.593,1532.839,1324.84,1683.525,756.189,1399.792,2657.008,1504.474,2577.347,1827.121,3394.309,4359.583,2991.913,1852.604,252.855,2506.778,1523.764,871.068,2847.358,1768.979,937.086,1681.225,2310.046,283.724,481.225,3359.357,744.573,1011.649,2883.77,2219.772,154.033,1266.765,222.445,534.109
251.73,917.5,370.346,378.644,1134.996,2636.952,555.611,224.737,893.071,1870.711,384.352,1306.743,3309.807,1953.353,667.486,740.549,1643.263,1649.837,2480.935,984.335,1449.197,1511.133,3415.476,3193.637,4049.809,1271.681,940.166,2210.579,2381.263,2623.654,860.047,1860.513,1789.766,3124.84,2089.529,2974.36,2019.664,2251.01,2215.289,2912.873,1916.69,1927.414,2434.957,1282.885,1242.656,2250.503,2193.765,6336.554,1993.622,2590.064,905.281,3014.342,4290.757,3857.769,5089.495,650.168,1958.057,1884.553,2393.81,2798.489,2018.358,3058.722,4508.556,4408.37,2644.983,2797.979,1156.991,1755.463,1480.384,1202.278,1639.759,996.528,1639.924,2328.91,1803.028,2495.434,1970.139,3441.007,3486.498,3108.67,2291.61,535.112,2852.743,1473.853,977.009,2632.63,1698.455,1205.246,1993.524,2445.758,650.201,1021.497,2765.486,1229.136,1215.753,2709.8,2145.878,248.822,784.329,471.584,397.614
251.79,730.0,164.88,437.488,736.977,1927.4,469.933,514.804,615.46,947.195,434.715,843.661,2242.9,1442.969,721.099,541.996,1140.333,1072.933,1752.834,808.561,1111.231,889.859,2382.701,1989.923,2871.782,1119.514,588.626,1556.4,1754.615,1528.872,684.751,1276.876,1277.23,2406.044,1853.703,2422.841,1412.661,1613.776,1236.247,1948.382,1299.121,1505.618,1224.468,610.631,1119.232,1668.185,1712.207,3732.684,1533.338,1915.01,910.939,1981.337,3221.594,2646.379,3346.711,467.665,1471.389,1513.353,1535.814,1921.094,1229.442,1962.416,3993.499,2870.634,2009.839,2139.118,1087.223,1403.206,1311.364,1132.242,1441.354,504.126,1569.642,1956.87,1109.33,1951.295,1544.005,2533.328,1985.61,2040.338,1317.017,302.838,1671.186,1150.897,938.752,1967.854,1580.915,925.299,1946.21,1622.638,573.359,859.12,1796.384,986.854,1106.306,2181.994,1717.294,201.427,819.846,326.253,513.338
251.86,467.5,296.784,537.266,557.226,1326.217,381.658,195.991,429.512,886.68,487.73,912.857,1458.018,876.47,747.906,571.511,1067.718,1013.625,1270.131,600.336,819.229,876.294,1531.543,1469.398,2068.334,874.96,760.308,1008.526,1482.159,1119.353,473.848,964.507,975.738,1769.554,1431.41,1646.325,1100.882,1371.02,1053.714,1125.239,915.226,963.707,1168.556,633.039,995.808,1251.842,1016.623,2254.811,1488.157,1482.861,837.385,1645.47,2643.287,1780.291,2267.036,504.736,1146.943,1376.295,1427.134,1247.277,1243.839,1530.8,3230.191,2054.162,1621.212,1724.066,880.825,943.234,868.414,983.417,1099.981,718.086,1147.947,1353.404,799.069,1609.014,1173.327,1748.23,1579.728,1617.092,1009.713,299.898,1152.238,801.518,670.958,1485.45,1151.893,612.937,1656.611,1159.449,531.983,679.03,1373.879,842.076,801.628,1406.501,1078.851,506.53,446.919,261.003,442.123
