sol,target,scan,point,mean,amplitude,fwhm,snr
861,Dragons_Egg_Lake,detail_1,74,998.2242132510268,2502.7474541203924,65.47019190396935,16.59518534949697
861,Dragons_Egg_Lake,detail_1,33,1155.0791764857756,3801.7198417182553,65.61138330100842,16.57031322577084
861,Dragons_Egg_Lake,detail_1,62,1065.287025282298,2285.593439677324,36.652003039103754,16.538771800915036
861,Dragons_Egg_Lake,detail_1,17,990.7453312927593,4289.346846769008,61.546563624197574,16.16580611270378
861,Dragons_Egg_Lake,detail_1,56,982.8061274437075,2621.745863046766,49.7477055709724,16.158104244463956
861,Dragons_Egg_Lake,detail_1,86,1139.9609279854485,2497.6589123130498,74.39716362686535,16.048755878494955
861,Dragons_Egg_Lake,detail_1,36,1054.028304918948,1826.6106947115366,30.0,16.037618169513756
861,Dragons_Egg_Lake,detail_1,97,1160.7265406256463,1527.5723654816788,30.0,15.92810458738654
861,Dragons_Egg_Lake,detail_1,26,1090.358400786029,2784.6156168361326,61.462207468788044,15.792998820031645
861,Dragons_Egg_Lake,detail_1,27,959.6732178995148,1489.8618205746357,39.0579788478009,15.49780261577614
861,Dragons_Egg_Lake,detail_1,39,992.1384660635414,2213.049427265815,30.0,15.489678024730248
861,Dragons_Egg_Lake,detail_1,85,1007.2683416769826,2125.961460929435,90.0,15.206660404757232
861,Dragons_Egg_Lake,detail_1,38,961.2689957162343,1191.1331654113908,43.5834200035231,15.144587274375594
861,Dragons_Egg_Lake,detail_1,23,1060.2622847518708,2553.1000749547725,30.0,15.132283475050082
861,Dragons_Egg_Lake,detail_1,76,1094.2390787696927,2125.464698131089,30.0,15.074564547681117
861,Dragons_Egg_Lake,detail_1,51,1124.3220734433314,2835.6256472298423,30.969247092168818,15.067456825650384
861,Dragons_Egg_Lake,detail_1,38,1063.7197447655876,1176.2666060918982,35.910148727237136,14.955567346443374
861,Dragons_Egg_Lake,detail_1,32,1080.1702666052024,2124.6004967400363,34.91140029802172,14.83904002385815
861,Dragons_Egg_Lake,detail_1,62,959.1959434315289,2031.7051600150414,31.21236673932205,14.701612029904233
861,Dragons_Egg_Lake,detail_1,24,1093.3830637029212,2230.25264995473,83.71282045530424,14.67006099493142
861,Dragons_Egg_Lake,detail_1,53,958.9701036713343,1735.1782459836584,90.0,14.492337473915242
861,Dragons_Egg_Lake,detail_1,63,1175.2734961366257,2351.101932035821,34.686542568426056,14.301675227820807
861,Dragons_Egg_Lake,detail_1,33,990.9988448019948,3264.780276105594,50.713225449720674,14.22998906829956
861,Dragons_Egg_Lake,detail_1,31,974.6018028868458,2072.3267296085774,30.531286985731963,14.178487937565391
861,Dragons_Egg_Lake,detail_1,41,1065.2761126297412,1096.754039210374,30.0,14.070909678990105
861,Dragons_Egg_Lake,detail_1,60,1068.6435927875896,1485.4581785293392,60.24646403047984,13.761134670662157
861,Dragons_Egg_Lake,detail_1,13,1141.517634117062,1983.0408527057612,64.69158684971813,13.658489033331831
861,Dragons_Egg_Lake,detail_1,50,1120.4775652855894,1436.6198946179898,30.0,13.64890476648202
861,Dragons_Egg_Lake,detail_1,23,1127.3902888238683,2275.866255535122,30.0,13.489112184789041
861,Dragons_Egg_Lake,detail_1,36,1116.3772672617376,1496.283589598151,30.0,13.137350477997838
861,Dragons_Egg_Lake,detail_1,51,1068.747430542482,2468.7503647101616,78.51832754725665,13.118018441509717
861,Dragons_Egg_Lake,detail_1,92,1139.2716423546237,2296.934777533246,55.99867495133458,13.06854367611532
861,Dragons_Egg_Lake,detail_1,79,1124.1390383994965,1635.7869352392504,30.0,12.954554468522439
861,Dragons_Egg_Lake,detail_1,10,1175.1653650804694,2018.2606287866076,37.021067260207374,12.820005903546553
861,Dragons_Egg_Lake,detail_1,64,1174.8225814845357,2658.1035011191075,35.15170993576374,12.767220638013107
861,Dragons_Egg_Lake,detail_1,22,1069.0892316806626,2191.395854290076,41.62996718153158,12.589462308304839
861,Dragons_Egg_Lake,detail_1,16,985.2004639030284,2094.746122543129,66.17492371188703,12.575431459075242
861,Dragons_Egg_Lake,detail_1,65,1081.6452292149165,1580.1412316259652,40.00000001903478,12.538434733894936
861,Dragons_Egg_Lake,detail_1,33,1145.1779177176195,2848.3118905370648,64.98166580185742,12.414754941425393
861,Dragons_Egg_Lake,detail_1,69,1101.2693537297584,1416.9377655252702,89.87809583300505,12.140527540373709
861,Dragons_Egg_Lake,detail_1,81,1154.594836136778,1377.4859841171071,64.16427750862474,12.062594604161447
861,Dragons_Egg_Lake,detail_1,79,1073.8151864054503,1508.4383596482749,48.756524760018664,11.946022108077374
861,Dragons_Egg_Lake,detail_1,81,1005.2770506207697,1354.3231987825675,90.0,11.859758936419354
861,Dragons_Egg_Lake,detail_1,72,1064.9836322397377,1802.9435168737448,75.57938697771245,11.85954441779505
861,Dragons_Egg_Lake,detail_1,6,1012.7590467597016,1586.6369778354922,32.06033921836151,11.846266845098226
861,Dragons_Egg_Lake,detail_1,25,1146.9561308682294,2748.6544561933756,74.23878624910637,11.83334294139468
861,Dragons_Egg_Lake,detail_1,39,1005.4808922327635,1675.449316132273,85.77960260878474,11.726882433758767
861,Dragons_Egg_Lake,detail_1,19,1176.4922886149645,1284.6736367151918,31.96567974689738,11.638810700352346
861,Dragons_Egg_Lake,detail_1,14,960.0118835746218,1537.0491311974667,43.322578928466534,11.59178276762317
861,Dragons_Egg_Lake,detail_1,42,977.8853735875599,940.8011218880358,52.702834905115765,11.560347299251811
861,Dragons_Egg_Lake,detail_1,46,1128.8478602823204,1964.5125205093236,30.0,11.453501299026607
861,Dragons_Egg_Lake,detail_1,26,988.4921843041803,2012.5897540737358,30.0,11.414439902986704
861,Dragons_Egg_Lake,detail_1,34,1094.107713627148,2020.228912998748,30.0,11.201868738389336
861,Dragons_Egg_Lake,detail_1,86,963.199803809676,1736.7491141252287,35.94481984286475,11.159515183350498
861,Dragons_Egg_Lake,detail_1,95,1067.3802712985084,1344.5618250863722,41.039415277626475,11.118180162993621
861,Dragons_Egg_Lake,detail_1,86,700.0,1718.147556872893,59.84318843367842,11.039990515738412
861,Dragons_Egg_Lake,detail_1,40,1054.4212993712881,1363.702492345153,34.46114792917074,10.680244781164136
861,Dragons_Egg_Lake,detail_1,48,1064.7170260895173,2253.1376205811794,47.90876551530063,10.614808054749988
861,Dragons_Egg_Lake,detail_1,1,1011.0667452809245,2056.9231123450422,40.000000084888654,10.25287790892349
861,Dragons_Egg_Lake,detail_1,47,989.5675882376561,2100.9823207895847,64.83031205143148,10.175564894753876
861,Dragons_Egg_Lake,detail_1,45,1076.4974475186477,1355.565137100448,35.830821647477784,10.06265085321603
861,Dragons_Egg_Lake,detail_1,45,1119.7651635237737,1350.6436651125757,33.258196270026055,10.026117710733647
861,Dragons_Egg_Lake,detail_1,19,1071.0997246892878,1093.0458088298176,44.46845565722686,9.902712169226321
861,Dragons_Egg_Lake,detail_1,71,984.0735408052291,1825.5401079123449,49.61997133808091,9.78432983294931
861,Dragons_Egg_Lake,detail_1,82,1125.984366397912,1303.0889767783106,31.390712685342567,9.63338097229001
861,Dragons_Egg_Lake,detail_1,55,1059.3142998759756,1002.4431117761627,30.0,9.602258196459818
861,Dragons_Egg_Lake,detail_1,10,967.3895834876079,1443.9817710404545,30.0,9.172182504735124
861,Dragons_Egg_Lake,detail_1,58,1071.9712516786165,898.0357445132568,31.66412375627566,9.01808867446212
861,Dragons_Egg_Lake,detail_1,91,1056.0617327532245,1269.6089648249779,30.0,8.938777366512305
861,Dragons_Egg_Lake,detail_1,78,1058.963677332119,1558.191143673641,30.0,8.927163429421737
861,Dragons_Egg_Lake,detail_1,61,1058.7683630760832,2428.2119616702453,30.0,8.908790849482685
861,Dragons_Egg_Lake,detail_1,18,986.8011604901274,988.4323918856545,30.0,8.876457620083487
861,Dragons_Egg_Lake,detail_1,90,1148.6119221117597,1491.4138530890177,72.22938431202083,8.87543660828356
861,Dragons_Egg_Lake,detail_1,71,1060.910584298999,1653.9528975290357,30.0,8.8646755047703
861,Dragons_Egg_Lake,detail_1,4,700.0,1142.2516261732767,49.36163373397597,8.846120879196073
861,Dragons_Egg_Lake,detail_1,9,1137.776925442027,1035.2043398712844,74.74298860928648,8.77994122509327
861,Dragons_Egg_Lake,detail_1,83,1169.7291937198745,1194.097713671355,30.0,8.767428839637677
861,Dragons_Egg_Lake,detail_1,29,1146.167671713068,1232.0979092168416,85.36812026504676,8.744233017183634
861,Dragons_Egg_Lake,detail_1,78,964.9605916272127,1494.8132059043185,30.24891309732352,8.564059576224016
861,Dragons_Egg_Lake,detail_1,69,997.7264962334103,997.9404552116121,88.09745887631517,8.55049803521775
861,Dragons_Egg_Lake,detail_1,77,1064.5377607979394,1542.3017833361982,30.0,8.550182376449708
861,Dragons_Egg_Lake,detail_1,64,1053.542119030218,1758.7705443690195,36.95138687291046,8.447606190708493
861,Dragons_Egg_Lake,detail_1,59,1053.5519875078826,1410.0155955972498,30.0,8.345382087044927
861,Dragons_Egg_Lake,detail_1,7,1155.2366021993646,1088.548693967206,76.50353911292183,8.338068949000663
861,Dragons_Egg_Lake,detail_1,84,1061.1794255072336,1328.495462448963,30.0,8.325690131510948
861,Dragons_Egg_Lake,detail_1,57,961.9657371499413,1737.6739806446947,54.48528168767824,8.264847877470276
861,Dragons_Egg_Lake,detail_1,12,1064.8046820761094,709.8076176150985,30.0,8.239485245584909
861,Dragons_Egg_Lake,detail_1,93,1158.6263974690764,1641.9159922301305,34.017667768069714,8.226528525701516
861,Dragons_Egg_Lake,detail_1,28,1059.4300001299137,933.5491954265035,30.0,8.164788848903354
861,Dragons_Egg_Lake,detail_1,47,1038.5092439761102,1677.8116279625642,61.19145892052209,8.126047007901292
861,Dragons_Egg_Lake,detail_1,24,990.4107618728567,1223.2912634092227,90.0,8.04651322761315
861,Dragons_Egg_Lake,detail_1,87,1004.6766407878433,1607.237987596808,87.55975836843962,8.03721415111016
861,Dragons_Egg_Lake,detail_1,3,1169.6917641432087,1380.5573706452471,68.19476762586109,8.00110151005265
861,Dragons_Egg_Lake,detail_1,5,1139.733383141412,1111.1332594517405,77.93571925322594,7.9867585440257365
861,Dragons_Egg_Lake,detail_1,14,713.2581508178862,1047.7097456086133,39.999999947879694,7.901389440398127
861,Dragons_Egg_Lake,detail_1,92,993.0157863378269,1381.0894595058462,59.98223626017767,7.857788605368188
861,Dragons_Egg_Lake,detail_1,3,1092.9038511434478,1351.5720165349785,73.83186629540693,7.833115184042389
861,Dragons_Egg_Lake,detail_1,70,968.944976057666,1431.9066277685906,78.23818208087414,7.586803970996432
861,Dragons_Egg_Lake,detail_1,40,1119.5024573544722,947.7516058520674,41.764693870877814,7.42260074984122
861,Dragons_Egg_Lake,detail_1,72,952.7328585406534,1125.1378145016397,44.37057277564884,7.401020476981177
861,Dragons_Egg_Lake,detail_1,68,1003.6605852643473,1263.6454201367162,90.0,7.382652121781532
861,Dragons_Egg_Lake,detail_1,94,1069.4214304248198,1759.8712413134394,43.30879211501861,7.296644389956033
861,Dragons_Egg_Lake,detail_1,15,1063.3463232272984,998.2183000943269,30.0,7.235860717192039
861,Dragons_Egg_Lake,detail_1,57,1070.670445330527,1512.8779049996951,33.49048627532072,7.195656884595467
861,Dragons_Egg_Lake,detail_1,58,960.4800494756468,708.1219745180915,40.880579086167366,7.110971693003793
861,Dragons_Egg_Lake,detail_1,88,700.0,893.4392707391553,30.0,7.07591009211488
861,Dragons_Egg_Lake,detail_1,39,1172.1420435053674,1007.9263665574869,33.48503539670375,7.054724896000462
861,Dragons_Egg_Lake,detail_1,84,952.4515038015135,1107.409174828023,30.0,6.940140857849981
861,Dragons_Egg_Lake,detail_1,56,1058.6579443315377,1125.5793061593147,30.0,6.937067402558231
861,Dragons_Egg_Lake,detail_1,37,700.0,760.3683053806942,74.10331903054416,6.930536451125904
861,Dragons_Egg_Lake,detail_1,2,1095.8461241463033,1049.338901399059,90.0,6.818090865858723
861,Dragons_Egg_Lake,detail_1,88,1024.2361852804133,852.7943778304226,90.0,6.754008405738485
861,Dragons_Egg_Lake,detail_1,28,1124.1820404574432,765.0593530897938,30.0,6.691182538058908
861,Dragons_Egg_Lake,detail_1,94,1006.3629601219443,1608.6110689101238,83.59656153112816,6.669500958958933
861,Dragons_Egg_Lake,detail_1,73,1018.990017714734,991.9093266110117,90.0,6.641643496505812
861,Dragons_Egg_Lake,detail_1,42,700.0,526.7351633467014,46.641932027643584,6.472400256917081
861,Dragons_Egg_Lake,detail_1,20,1050.4995096292846,797.6927189624593,30.0,6.418851141501524
861,Dragons_Egg_Lake,detail_1,25,1084.0755183327024,1489.3809298782096,68.27964322561303,6.411993793512411
861,Dragons_Egg_Lake,detail_1,90,1083.3731980822465,1077.2602235148092,41.904812298488785,6.410799259124484
861,Dragons_Egg_Lake,detail_1,67,1067.7623500549148,1204.6977957797108,90.0,6.352300387366722
861,Dragons_Egg_Lake,detail_1,13,1075.895447324086,920.273123921279,64.82976318159332,6.338518116557355
861,Dragons_Egg_Lake,detail_1,16,708.8947648008086,1055.7485576578217,90.0,6.337996515169648
861,Dragons_Egg_Lake,detail_1,55,724.8029508027703,661.0818957504821,90.0,6.33240827078344
861,Dragons_Egg_Lake,detail_1,61,957.734081155186,1710.3535552092226,48.11409521088648,6.2750626150227875
861,Dragons_Egg_Lake,detail_1,70,700.0,1182.0861653537806,86.73054570975738,6.263156996026812
861,Dragons_Egg_Lake,detail_1,54,972.2167273401013,797.3667250713893,68.28493546778701,6.238606483242236
861,Dragons_Egg_Lake,detail_1,31,1059.766389812461,908.8867585481358,30.0,6.218440248136784
861,Dragons_Egg_Lake,detail_1,65,1006.7218220857225,765.5388659342215,90.0,6.07455771336285
861,Dragons_Egg_Lake,detail_1,3,984.389181861457,1043.8099973057863,57.37489720745233,6.049462284749514
861,Dragons_Egg_Lake,detail_1,86,1010.5821501683552,938.4159709702005,90.0,6.0298100578650695
861,Dragons_Egg_Lake,detail_1,82,1073.7531191649748,812.0579208259865,38.80350576161719,6.003322460929172
861,Dragons_Egg_Lake,detail_1,17,1066.0821765643543,1573.7287469344533,41.66165098301812,5.931111356987608
861,Dragons_Egg_Lake,detail_1,91,700.0,836.732587534305,30.0,5.891078688394415
861,Dragons_Egg_Lake,detail_1,2,700.0,891.6867222938657,37.81522194026318,5.793744126300397
861,Dragons_Egg_Lake,detail_1,93,981.1472580861555,1151.8995010887493,36.10703585153551,5.77138790857198
861,Dragons_Egg_Lake,detail_1,8,969.0690471027243,420.6055235209431,64.72320249142344,5.717048876021975
861,Dragons_Egg_Lake,detail_1,94,968.110756441977,1377.1835104090433,56.95681352357632,5.709973604470289
861,Dragons_Egg_Lake,detail_1,54,702.2097840931757,726.7943532310703,76.27733955217039,5.686447429374799
861,Dragons_Egg_Lake,detail_1,66,954.3230725693666,1055.9842123749365,30.0,5.67509655257704
861,Dragons_Egg_Lake,detail_1,42,1072.9498961022082,455.26411548154374,79.20518697901451,5.594180497246129
861,Dragons_Egg_Lake,detail_1,44,941.7741805830552,693.3641060820343,43.47470072885023,5.426646803764098
861,Dragons_Egg_Lake,detail_1,92,700.0,953.6544660391596,65.02735489513691,5.425872411901693
861,Dragons_Egg_Lake,detail_1,97,1199.9999399265307,517.3937426416097,69.99999704746517,5.3949009761356255
861,Dragons_Egg_Lake,detail_1,75,961.3008558116807,527.3888939248709,90.0,5.368588014129039
861,Dragons_Egg_Lake,detail_1,25,990.5511487408318,1238.2226722152172,69.60947628451746,5.330722268533112
861,Dragons_Egg_Lake,detail_1,16,1065.4681687408397,884.6890865244615,30.0,5.3110717573132495
861,Dragons_Egg_Lake,detail_1,14,1168.9601996556578,704.1680339893163,38.00532390403933,5.310541293855224
861,Dragons_Egg_Lake,detail_1,30,972.2915253527972,804.7494604505695,30.0,5.235604273102977
861,Dragons_Egg_Lake,detail_1,87,1132.342848974566,1041.632162335209,30.0,5.20882459223716
861,Dragons_Egg_Lake,detail_1,15,702.4137563484064,712.5986755863393,69.99997059067265,5.165468077785213
861,Dragons_Egg_Lake,detail_1,0,986.2346049946857,579.1312677144167,90.0,5.154692109546902
861,Dragons_Egg_Lake,detail_1,52,965.0411440366996,886.9601438713752,77.53249943104416,5.149082502892485
861,Dragons_Egg_Lake,detail_1,90,997.5500401410009,858.0203601534063,35.439367513329714,5.10609801523927
861,Dragons_Egg_Lake,detail_1,10,1058.3216916715537,795.5159658332377,30.0,5.053123086723971
861,Dragons_Egg_Lake,detail_1,5,700.0,696.6160729401424,31.219610193751567,5.007234123480025
861,Dragons_Egg_Lake,detail_1,49,1066.973119783968,543.1705653446976,44.17385977767648,4.936875249784478
861,Dragons_Egg_Lake,detail_1,17,1129.44600812562,1304.35946416572,30.0,4.91590513713212
861,Dragons_Egg_Lake,detail_1,13,969.3924531440485,686.6014434216981,69.99999961050204,4.729069636890907
861,Dragons_Egg_Lake,detail_1,93,1059.3425207607722,935.697769085946,90.0,4.688147521095537
861,Dragons_Egg_Lake,detail_1,56,972.9503848221784,757.3619040339802,30.0,4.667703597306475
861,Dragons_Egg_Lake,detail_1,74,700.0040404130788,694.7208595190839,90.0,4.606546062368485
861,Dragons_Egg_Lake,detail_1,49,957.5198644894406,501.8374228918877,30.0,4.561198471640952
861,Dragons_Egg_Lake,detail_1,89,1086.7453556262708,1012.2492720265524,30.0,4.55189949016645
861,Dragons_Egg_Lake,detail_1,59,949.7219632006356,762.1729685503359,41.79428379399028,4.511031409036024
861,Dragons_Egg_Lake,detail_1,13,1120.0217905156455,633.8118943375168,30.0,4.365473760256788
861,Dragons_Egg_Lake,detail_1,82,984.5872202708391,590.0743138690551,90.0,4.362258271508887
861,Dragons_Egg_Lake,detail_1,12,706.1813316231971,370.82058856991546,30.0,4.304505463813916
861,Dragons_Egg_Lake,detail_1,18,1077.0705946715334,472.43606591176433,30.0,4.242635866338414
861,Dragons_Egg_Lake,detail_1,43,700.0,591.8607398578887,70.0000002045617,4.232887712246809
861,Dragons_Egg_Lake,detail_1,6,1123.0313848681496,565.3542693583776,74.89659537028167,4.22109003533465
861,Dragons_Egg_Lake,detail_1,35,952.7741025075277,530.6649443946568,50.39635467477935,4.124087466300815
861,Dragons_Egg_Lake,detail_1,54,1152.30606807975,523.6502140912213,87.67391303307156,4.097045334175681
861,Dragons_Egg_Lake,detail_1,14,1116.9227498229136,542.4383558049096,90.0,4.090843589637599
861,Dragons_Egg_Lake,detail_1,32,712.6930054784184,583.2466978213657,90.0,4.073622832167369
861,Dragons_Egg_Lake,detail_1,2,941.0014322492659,615.6044033560127,54.51503175121182,3.999896271745904
861,Dragons_Egg_Lake,detail_1,85,700.0,558.3461172093229,90.0,3.9937599757829148
861,Dragons_Egg_Lake,detail_1,29,972.872380091102,556.7790947679199,30.0,3.951476670260639
861,Dragons_Egg_Lake,detail_1,83,1071.3648621245945,535.4381383373704,38.919748953384236,3.931349773267373
861,Dragons_Egg_Lake,detail_1,89,1132.8828988709274,868.545267400389,74.82080015694628,3.9056889139087554
861,Dragons_Egg_Lake,detail_1,96,882.3152081724954,316.8066982034552,90.0,3.6460869307403105
861,Dragons_Egg_Lake,detail_1,20,1074.965202551029,446.04312239514786,39.9998165501032,3.589207143659212
861,Dragons_Egg_Lake,detail_1,96,1104.2482302627625,308.64719384136697,70.00001475607935,3.552180260254377
861,Dragons_Egg_Lake,detail_1,89,1006.7801440953924,786.3413141234347,90.0,3.5360327992030296
861,Dragons_Egg_Lake,detail_1,7,994.4635915434242,448.79559153352625,30.0,3.4376859822191985
861,Dragons_Egg_Lake,detail_1,97,967.806611066104,324.2207995183174,64.5839590439288,3.380673099899555
861,Dragons_Egg_Lake,detail_1,5,960.8395072984783,465.7185561163462,90.0,3.3475567629114864
861,Dragons_Egg_Lake,detail_1,54,1082.006327626123,422.9365546666875,70.00000002931893,3.3090604974862727
861,Dragons_Egg_Lake,detail_1,67,713.4537762982363,610.6423019829172,90.0,3.2198808240684262
861,Dragons_Egg_Lake,detail_1,47,700.0,653.0746964159755,51.119992983055944,3.1629985120507773
861,Dragons_Egg_Lake,detail_1,96,1022.2401825442128,272.8543316650721,32.08513278027067,3.140244882199436
861,Dragons_Egg_Lake,detail_1,24,717.9996411270379,464.7471726685134,90.0,3.0569941797434503
861,Dragons_Egg_Lake,detail_1,1,701.4498568398798,612.3059077750823,30.0,3.052081858409002
861,Dragons_Egg_Lake,detail_1,92,1078.4156345094532,521.1693414873796,30.0,2.9652232046373372
861,Dragons_Egg_Lake,detail_1,67,947.8932918667834,546.3176164053042,90.0,2.8807005528474177
861,Dragons_Egg_Lake,detail_1,98,1199.8942669857902,424.99955643346254,30.0,2.8717320654131835
861,Dragons_Egg_Lake,detail_1,65,753.5477511400684,359.83925133291655,90.0,2.855327661369058
861,Dragons_Egg_Lake,detail_1,0,775.9265196938397,319.59642919124036,69.99999935752693,2.8446421107482562
861,Dragons_Egg_Lake,detail_1,3,700.0,486.5065333525591,88.15697904943768,2.8195772529455376
861,Dragons_Egg_Lake,detail_1,6,799.0809293723911,370.6966244277589,30.0,2.7677226693273886
861,Dragons_Egg_Lake,detail_1,70,835.375287933275,522.2921002908316,90.0,2.767308778143968
861,Dragons_Egg_Lake,detail_1,73,700.0,410.36147302314225,90.0,2.7477053954443993
861,Dragons_Egg_Lake,detail_1,80,1136.1366755414906,386.5444215430656,30.0,2.730821624010232
861,Dragons_Egg_Lake,detail_1,96,969.6805321972013,234.34361613389913,30.0,2.697030084696975
861,Dragons_Egg_Lake,detail_1,8,797.540943054453,197.7282653905499,90.0,2.6876065438844177
861,Dragons_Egg_Lake,detail_1,6,709.5728671921551,358.23250334078784,90.0,2.6746621227445746
861,Dragons_Egg_Lake,detail_1,7,700.5668950532149,346.1454047670179,90.0,2.6514057362087
861,Dragons_Egg_Lake,detail_1,2,791.9457053916437,403.8904317636782,90.0,2.6242824505449516
861,Dragons_Egg_Lake,detail_1,6,1017.8585112904386,344.13239871617174,69.99999991184526,2.569386874366792
861,Dragons_Egg_Lake,detail_1,26,715.8588407493396,452.31049551842216,90.0,2.565287316073663
861,Dragons_Egg_Lake,detail_1,80,929.9655346721885,362.8207582421645,30.0,2.5632209832243174
861,Dragons_Egg_Lake,detail_1,85,907.7202870250167,351.67316097112905,30.0,2.5154615596923975
861,Dragons_Egg_Lake,detail_1,9,1059.980308729013,292.49958516492165,30.0,2.4807944356488036
861,Dragons_Egg_Lake,detail_1,80,1031.4870387268652,349.0383086917947,79.89186329061246,2.4658520673472406
861,Dragons_Egg_Lake,detail_1,66,820.0737167268949,454.9549306429398,43.09900183234602,2.445030075461908
861,Dragons_Egg_Lake,detail_1,9,1009.6522056358604,269.1884903962269,30.0,2.2830846366470263
861,Dragons_Egg_Lake,detail_1,96,734.6270998280162,198.09730288422392,73.17771468008698,2.2798759974362066
861,Dragons_Egg_Lake,detail_1,98,1013.731212083175,324.88501199758895,59.24583399624895,2.195255718276708
861,Dragons_Egg_Lake,detail_1,99,1071.7062276164206,360.8375626441446,53.74079794556115,2.141452630220882
861,Dragons_Egg_Lake,detail_1,90,910.2802421598717,342.6133701477594,90.0,2.0388996934678003
861,Dragons_Egg_Lake,detail_1,68,709.0718060033099,348.98465334569187,90.0,2.0388886395148846
