wavelength,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
282.55,-75.362,-192.783,-176.53,-346.662,61.925,58.261,-423.341,-191.185,94.72,-461.222,332.674,-268.722,414.186,24.126,69.762,199.02,301.931,388.32,281.239,151.409,217.039,-135.535,582.879,-157.432,78.801,580.451,185.351,-907.278,289.394,35.607,-1170.479,323.419,235.94,52.101,-279.875,797.381,256.549,384.426,-185.692,297.657,-175.981,282.354,-212.88,-451.62,11.253,681.503,-875.463,220.258,-115.804,-794.95,-282.242,425.973,-14.152,255.042,-487.626,-71.15,148.48,197.339,-438.698,23.034,-517.94,-342.864,5.77,134.015,46.439,-72.675,2028.404,-489.285,148.826,516.437,-1189.051,-196.205,-398.405,181.474,-479.779,-510.777,507.833,522.683,405.733,471.199,1361.301,-258.008,-340.572,235.424,161.782,185.126,274.053,174.022,2108.727,159.595,-94.474,-759.327,715.026,-198.188,-162.175,-59.115,548.001,-325.57,783.008,-335.302
282.61,-75.362,-15.22,-196.997,95.011,319.943,58.261,1047.9,-267.136,560.424,-42.411,-218.234,183.583,-368.759,-144.756,635.906,-790.703,708.998,-5.393,724.73,-237.928,0.0,363.233,566.613,-247.006,116.842,-92.654,-59.966,-580.331,-333.076,136.95,-692.133,219.267,-639.234,1170.904,-156.401,361.443,-559.994,22.125,-583.635,-553.587,-67.04,318.697,50.419,232.823,672.338,-968.749,143.565,-169.43,403.903,231.978,203.214,236.965,-172.651,818.967,-79.845,5.692,157.046,686.397,-389.953,190.031,241.705,118.13,-334.667,134.015,-301.857,-194.77,2156.209,-489.285,490.249,110.873,-575.714,-497.834,374.969,0.0,435.896,283.116,122.58,1124.206,274.38,-614.608,-2.94,-445.649,167.35,-102.998,358.861,285.035,-492.118,763.925,2078.06,404.898,144.663,694.326,-82.73,-313.552,141.535,-73.894,-71.092,-358.128,489.38,317.498
282.66,-75.362,-514.933,71.635,48.789,113.528,58.261,-726.474,-733.313,147.341,455.921,638.734,138.352,-676.058,-190.327,-241.483,707.329,1275.119,-364.05,308.281,-440.707,-13.565,471.661,-130.131,855.02,190.209,-234.36,76.321,291.528,174.728,364.287,-172.49,-1090.853,759.948,422.293,310.058,-325.574,339.307,91.267,-769.178,336.603,-407.83,-500.41,-271.703,-314.17,-8.439,59.139,-202.68,-118.601,754.141,-577.117,-592.708,-366.731,45.286,-402.399,114.065,247.603,71.385,128.699,-1129.718,-141.084,-100.711,-169.991,464.495,134.015,-513.737,-113.373,2002.025,-489.285,-855.018,948.259,309.765,-380.697,1488.159,362.947,430.045,-5.837,37.942,-113.881,-143.028,43.901,1093.745,5.864,372.867,-1436.085,-829.499,702.302,-471.49,132.728,1748.533,-602.914,265.707,-67.955,484.563,591.607,310.922,455.186,-65.168,-556.43,364.81,623.127
282.72,-75.362,73.562,386.32,344.094,376.707,58.261,-206.444,526.414,615.677,-310.132,577.522,782.221,154.986,-453.033,601.025,567.477,5.392,45.843,-305.577,-81.112,640.265,306.309,718.433,-293.15,-758.117,-160.782,43.612,21.796,-341.266,1180.511,272.986,397.421,106.996,-271.474,-518.592,344.888,369.651,-1048.183,-779.691,625.915,-631.298,-592.665,-439.766,945.316,528.868,-743.458,-833.239,31.062,-406.728,681.79,115.719,519.066,-492.481,-221.036,307.974,-631.815,-208.443,809.377,-83.152,-37.43,595.631,674.203,851.092,134.015,58.049,258.724,1657.087,-231.893,-169.253,851.974,1227.294,749.68,556.595,-626.377,315.952,335.653,496.159,636.563,-283.137,-26.34,1226.053,43.979,507.921,-562.074,485.345,-840.412,707.235,330.346,1047.339,144.818,469.416,-215.684,954.353,-121.28,192.906,94.584,465.06,627.463,848.258,-41.542
282.78,237.5,22.83,179.089,333.822,-864.363,58.261,-614.106,89.045,602.521,140.487,369.933,-263.401,403.497,-477.159,555.412,199.02,665.865,331.69,83.831,186.557,355.401,712.913,767.232,-399.009,95.104,133.531,438.845,237.036,120.126,-298.551,528.835,-208.304,419.755,189.209,301.826,206.933,231.722,373.363,-652.548,-331.039,-332.409,-27.956,-47.618,-751.765,-2.813,250.636,-568.629,262.616,259.854,379.087,575.773,169.261,350.964,-14.169,399.226,-179.299,962.264,757.897,88.886,259.133,333.783,489.806,28.851,134.015,-37.732,-305.236,1212.628,-231.893,609.893,-84.614,1936.793,172.778,-503.648,-225.378,819.134,58.374,-183.871,-248.201,329.84,-749.236,-52.923,216.961,199.645,535.589,-320.622,82.278,200.383,61.94,177.015,73.887,-667.221,-174.32,472.744,-727.677,-116.127,493.611,645.752,53.275,83.046,35.607
282.83,-365.0,-266.345,243.049,-100.147,343.165,58.261,671.597,-115.235,-28.942,-74.22,529.617,71.837,-232.478,-318.999,110.009,150.61,291.148,431.467,124.394,686.746,-116.658,490.636,-398.527,-326.181,355.962,95.379,-87.224,-215.24,-365.837,298.551,468.553,282.306,222.223,414.067,-30.183,179.342,102.068,-207.424,-425.122,91.801,731.859,262.785,-523.798,375.882,270.06,95.748,225.2,937.51,409.552,-67.896,-575.773,383.657,31.134,-133.188,-473.368,-14.23,-245.563,220.219,584.93,175.635,-106.465,-103.724,-496.23,134.015,-132.953,482.564,759.888,-231.893,-297.651,-110.873,2198.168,105.424,-1117.428,310.261,991.738,-694.656,72.965,-8.76,108.001,155.115,226.394,360.624,-237.813,-294.28,335.329,-587.701,165.021,581.055,70.806,591.092,-85.617,404.777,345.694,455.538,-519.786,348.779,124.411,757.691,329.219,999.97
282.89,-87.5,-60.879,-184.205,290.169,126.429,58.261,203.831,-219.994,-413.082,2.651,266.139,297.989,296.61,-80.42,-163.672,293.152,-390.893,291.24,356.957,175.742,-290.289,-143.667,-16.266,-245.586,247.271,381.517,177.173,653.894,-458.662,-65.736,172.625,-424.83,282.58,-115.171,76.828,-135.196,342.065,149.345,-134.779,125.183,195.535,-131.393,-50.419,218.797,-464.166,-56.323,25.335,-265.44,192.066,469.615,366.914,643.19,396.249,538.421,-111.213,190.683,197.021,-131.559,91.754,359.907,-420.107,-305.408,-308.701,134.015,-34.203,145.351,390.103,-231.893,23.345,175.063,1771.332,-310.414,-1353.902,257.575,29.255,338.572,-55.453,-2.92,137.19,-269.257,-76.445,70.366,314.148,332.536,-332.388,290.912,-2.947,-135.678,454.339,531.983,23.618,109.319,103.413,-38.454,-921.68,50.248,257.708,719.215,519.039,445.091
282.95,-155.0,192.783,33.259,130.961,141.91,58.261,676.823,565.699,-663.037,182.899,7.984,-827.452,547.794,-455.713,453.452,177.505,320.802,266.97,567.886,-121.668,206.187,-8.132,374.127,-154.964,24.455,896.564,-422.49,-455.001,273.013,843.613,715.16,-786.62,353.911,584.081,-41.158,659.426,-159.998,-47.016,181.103,91.801,273.749,-656.963,114.843,403.933,-312.257,199.945,605.224,423.574,1042.24,87.699,-228.616,425.973,399.08,538.421,94.103,76.842,613.907,-454.738,642.276,-748.607,-233.073,-132.536,-510.655,134.015,184.054,340.12,64.047,-231.893,201.352,312.196,416.197,-409.981,-1282.215,377.582,626.053,-265.604,-128.418,40.88,195.569,-90.728,673.3,161.255,-296.532,-1521.426,297.09,20.57,309.415,-1300.738,88.508,795.019,312.944,528.87,168.415,-224.811,-1225.423,-14.779,-616.131,47.356,192.786,-320.465
283.0,172.5,1265.771,-355.619,130.961,608.924,58.261,3423.314,26.19,-23.68,1057.631,532.278,47.891,-491.678,-1192.897,83.178,-271.636,72.787,1000.464,657.125,-838.155,482.911,-187.038,-94.887,-52.067,-105.973,0.0,-147.19,651.169,518.725,271.161,526.095,-454.979,364.885,844.587,-598.165,-217.969,637.234,27.657,485.153,453.44,-251.402,497.615,515.395,-1197.775,-191.293,735.01,-202.68,753.962,505.585,763.831,962.444,409.047,331.151,357.058,128.323,1092.869,168.468,823.677,11.469,310.96,40.284,849.957,1324.242,134.015,447.346,331.399,-427.949,-231.893,1079.716,796.538,-990.666,-439.265,-971.524,731.748,-1234.552,294.791,-227.649,125.561,-245.191,658.509,1133.044,-131.936,149.734,158.911,697.132,-402.575,-11.787,-297.901,-141.612,614.736,-460.559,656.72,410.697,-53.245,-1334.623,-854.213,133.297,583.067,483.448,697.309
283.06,687.5,-238.442,-207.231,-796.038,833.401,58.261,195.991,-387.609,949.826,885.335,-654.702,-260.74,-1328.066,-1206.3,83.178,543.272,746.74,-248.093,175.774,-559.671,18.991,-170.774,-162.664,65.37,-391.286,-724.882,-855.884,577.606,-742.595,-115.038,-317.849,-296.01,-1281.212,-95.976,653.042,-361.443,159.998,-414.848,739.997,-208.638,581.018,167.735,-411.756,-892.019,1198.393,1022.255,1058.438,-245.673,627.039,297.045,-1893.842,-346.984,-532.106,-527.086,-807.007,-600.509,1270.646,60.06,851.589,823.467,785.542,-1042.998,-8.655,134.015,681.203,218.026,-20.379,-231.893,-210.107,-1476.367,140.686,-1519.858,-490.978,160.985,143.348,259.766,-358.985,843.884,846.492,-760.943,1160.035,-970.46,-46.975,-1553.797,-200.021,-296.789,910.565,-132.728,716.911,508.339,525.51,426.934,-455.017,218.895,-1152.889,502.478,515.284,796.168,889.781,-267.054
283.12,-1590.0,-669.666,486.098,290.169,-510.877,58.261,-350.171,185.947,299.945,-580.504,-556.231,752.955,61.46,-112.588,268.315,556.719,522.987,-121.35,-338.027,-716.487,67.825,569.246,-1230.824,199.595,-138.581,-223.46,-455.199,174.372,240.251,-125.994,295.928,-2.741,-691.361,268.732,312.802,816.695,212.411,-99.564,410.186,41.728,148.048,1034.368,120.446,398.323,-430.409,-791.332,50.67,355.802,367.185,478.102,279.419,442.899,-189.634,-104.85,171.097,765.577,-419.741,777.917,-670.949,-909.845,644.547,423.538,-657.793,134.015,811.162,-136.63,-483.262,-780.99,341.424,-2494.651,-636.019,-307.486,90.268,465.392,90.69,1009.879,808.447,677.444,744.329,-389.252,911.472,-492.56,510.857,597.388,-226.494,-520.115,-179.756,274.305,-20.652,357.611,-605.222,8.769,-667.752,-665.558,-583.831,-815.788,515.284,106.55,673.268,267.054
283.17,207.5,466.737,457.955,164.343,-454.113,58.261,-446.86,1089.494,578.842,209.406,1171.012,574.693,203.085,-881.939,1078.626,-99.51,744.044,528.547,332.619,719.191,-135.649,70.478,702.166,352.865,-959.195,258.886,-283.477,95.36,76.444,358.809,548.015,246.675,-633.747,375.677,-397.862,-251.078,902.059,301.456,-1061.494,-75.11,215.088,584.278,806.705,95.373,922.706,-1196.855,39.41,-477.227,934.909,568.63,-849.548,513.424,551.919,1136.352,1126.388,34.152,356.923,343.199,438.698,-541.3,966.821,-288.121,-147.138,134.015,762.745,345.934,652.112,1130.687,233.452,-939.506,920.323,40.998,703.067,1197.14,1404.23,262.685,574.96,-414.642,154.704,-602.901,544.562,-231.62,842.621,-650.358,-458.872,-443.714,73.67,937.947,548.747,440.364,-983.117,-428.514,-156.597,-174.524,-35.384,-916.284,515.284,-44.396,551.664,433.222
283.23,-202.5,-352.589,255.841,105.282,-51.604,58.261,-444.247,-301.182,113.137,320.735,-7.984,-34.588,93.526,-99.185,523.214,228.605,196.794,-97.08,373.182,-808.414,-429.52,341.548,376.838,390.866,307.051,109.005,168.996,166.198,-16.381,484.804,-416.492,222.008,-74.074,372.934,200.303,-513.193,-55.172,146.58,485.017,-214.202,142.461,382.996,574.217,-527.357,174.414,-543.513,315.279,135.544,-355.887,-446.983,64.916,135.409,-59.437,306.05,-807.007,-466.746,231.286,185.899,-71.683,230.34,-2.877,-314.052,121.172,134.015,461.492,-194.77,582.243,-442.95,172.171,201.323,756.189,-245.989,893.481,193.182,544.139,288.954,-1357.14,-210.241,163.461,-90.728,216.509,961.665,-443.33,179.511,-2.941,261.527,548.107,289.053,79.657,112.308,180.091,-715.658,602.749,1366.613,-613.317,481.788,515.284,-390.685,329.219,1011.839
283.29,160.0,-334.833,-227.698,-477.623,368.967,199.916,177.699,-99.521,249.954,-116.631,436.468,444.323,0.0,353.848,244.167,433.004,150.965,585.177,167.661,-310.928,-710.192,54.214,-135.553,-76.002,-144.015,220.735,430.668,155.3,294.854,336.897,16.44,372.754,-178.327,255.021,606.396,-303.501,118.619,204.658,512.732,100.146,232.969,8.387,123.247,302.95,36.571,174.6,-101.34,141.191,-231.609,319.677,-225.793,581.128,430.213,102.017,758.529,184.991,-39.975,477.618,71.683,-201.548,189.911,567.599,-193.299,134.015,-5.805,116.28,556.042,195.248,-236.37,172.146,-123.101,219.633,-225.567,102.445,-719.668,-43.781,-242.242,175.201,280.218,-102.435,84.512,170.05,-29.36,64.742,94.128,-91.094,-359.511,-73.738,259.622,676.801,109.235,-683.41,384.105,-141.986,-50.127,-147.788,515.284,168.705,415.231,780.392
283.34,7.5,-149.66,-780.315,428.833,-936.608,140.201,-112.368,780.455,-115.768,-463.873,-271.462,-93.122,56.115,-605.831,-246.85,508.309,-398.98,94.383,256.901,-202.779,-951.415,542.139,1379.933,-409.867,-358.679,174.408,387.056,-585.78,-398.599,832.657,5.48,666.023,433.472,10.969,598.165,543.543,68.965,-818.634,241.123,61.201,524.975,223.647,67.225,678.832,233.49,-214.026,-343.429,539.351,-553.602,1145.198,482.633,203.113,-147.178,1280.875,-453.407,1061.563,-62.818,-291.719,-369.882,-14.396,-66.181,1060.286,380.828,134.015,-127.709,87.21,-291.121,-107.823,192.598,1041.626,665.329,2.928,498.006,11.708,339.356,58.374,458.217,40.88,324.002,102.435,305.778,296.122,-504.985,-420.82,-326.505,-996.153,1358.48,165.173,-292.075,-333.967,-183.043,-162.502,-392.969,192.272,-359.734,-345.823,515.284,470.597,231.343,1231.417
283.4,415.0,218.149,-1025.922,-141.233,165.132,425.795,467.766,-709.743,289.421,450.62,-620.104,-98.443,-42.755,557.579,203.919,142.542,153.661,698.437,-178.478,-356.892,-1126.938,390.34,-414.793,271.435,-342.376,98.104,168.996,-2.725,103.745,-8.217,854.904,131.56,-227.71,-54.843,318.289,526.989,529.649,-41.485,831.457,-41.728,923.488,-97.846,-263.3,103.788,261.621,-73.219,-703.749,-290.854,149.698,1507.415,381.026,1004.28,339.642,-365.559,330.787,2.846,139.914,660.657,-430.096,498.111,584.121,-112.367,-305.816,134.015,-113.196,656.985,-61.136,-186.505,262.634,461.0,-164.134,644.256,-2.929,108.299,547.065,-642.119,58.372,616.123,204.326,380.472,758.565,492.56,249.557,606.216,-305.915,640.594,604.096,-572.207,-32.453,-292.591,239.137,469.778,112.277,-390.461,215.251,585.24,515.284,-8.879,765.212,-23.738
283.46,135.0,1007.036,186.764,38.518,144.491,257.035,480.832,845.929,-305.207,-172.296,98.471,-372.486,-168.346,-353.848,83.178,790.703,-86.266,636.414,116.281,-18.926,-1210.518,824.051,-2065.141,62.43,440.197,-403.318,103.578,-384.163,171.998,342.375,73.982,-345.345,123.457,-441.488,-707.92,435.938,215.17,-724.601,60.974,-94.583,1333.519,433.316,11.204,19.636,1007.1,-36.61,425.064,25.414,813.455,1511.961,1397.097,-699.611,-195.294,70.845,79.845,-2.846,922.289,786.497,670.949,1163.219,604.263,737.59,-836.667,134.015,-565.981,366.284,-474.528,530.374,17.509,-140.051,703.431,749.68,462.853,140.496,-207.709,414.459,-178.033,-572.323,960.331,137.555,585.095,-354.76,-79.271,-179.511,-11.766,-67.586,1523.502,109.132,-693.309,44.332,460.559,-265.912,-457.971,-29.58,-103.202,-156.655,515.284,-168.705,664.37,1237.352
283.51,125.0,530.152,260.958,136.097,846.302,106.449,-697.729,777.836,163.128,-50.363,-739.867,734.33,839.06,-32.168,-107.326,411.488,558.033,595.964,146.028,1073.379,-1175.9,-281.912,-2622.261,-423.438,-260.858,-212.559,218.06,130.779,215.68,52.041,-748.041,1005.887,748.974,-41.132,-85.06,-2113.473,-642.752,96.798,191.235,-13.909,1660.082,-710.079,-338.928,872.384,-22.505,219.658,-129.49,101.658,-361.536,1264.468,860.837,-341.342,104.723,640.438,675.833,606.201,465.427,1158.295,263.792,-132.446,-388.455,-141.179,-591.437,134.015,827.203,651.171,-395.925,-116.566,-370.605,370.551,457.23,-275.273,720.644,-228.305,1401.305,-20.431,732.564,-204.401,105.082,500.466,167.59,-269.735,-120.374,491.447,-400.042,784.58,235.745,105.003,604.801,-38.421,374.943,-59.092,-224.554,881.495,330.248,-59.115,515.284,482.436,1106.295,679.505
283.57,-422.5,73.562,-10.234,-264.49,10.321,-303.769,-300.52,157.139,373.616,432.065,-10.646,42.57,256.528,270.747,-429.304,-75.305,29.654,-450.344,-473.238,-251.446,-996.838,-577.378,-2391.676,65.144,233.685,-267.062,-302.558,411.408,341.266,-235.554,-619.258,-287.788,134.431,-142.593,-417.069,126.919,-306.204,179.768,-33.258,-815.08,1808.182,-114.619,492.986,61.712,-357.267,168.968,486.994,162.734,59.314,870.561,237.083,-284.922,73.589,-736.787,-65.587,822.498,708.135,634.917,-43.01,-411.734,-661.812,-371.676,-1096.322,134.015,-298.954,418.61,-49.491,-93.253,-1012.598,326.785,269.649,480.263,788.021,570.764,272.07,589.582,-598.309,-1273.127,-379.462,201.943,599.796,768.159,-786.838,376.678,332.388,-382.005,330.043,105.003,-330.428,995.99,330.658,1264.56,682.525,-23.664,-521.909,-455.186,515.284,420.282,1752.869,142.429
283.62,-352.5,-405.858,309.567,-166.911,-208.995,-236.265,-60.104,2.619,-192.07,79.521,348.642,154.316,8.016,195.689,598.342,441.072,382.805,374.837,-37.859,600.227,-647.08,-151.799,-1678.915,409.867,426.611,182.583,695.065,-141.677,477.773,-898.393,-172.625,-5.482,211.249,449.715,-332.009,171.064,532.408,179.768,171.835,358.858,1682.839,341.062,-218.483,883.604,357.267,360.465,456.029,237.086,104.506,435.876,245.55,-330.058,-141.518,-53.842,182.503,-116.687,465.427,248.819,527.584,28.793,776.91,-155.585,-161.563,-58.004,-121.904,8.721,375.547,288.5,-52.527,29.177,-20.517,404.124,49.801,327.823,-29.255,-20.431,46.697,245.281,-426.165,643.875,402.804,1046.69,-921.892,-44.142,623.595,173.372,-58.936,105.003,486.791,-434.453,233.232,138.865,189.098,-369.755,483.577,266.018,515.284,-186.463,916.475,172.102
