sol,target,scan,point,mean,amplitude,fwhm,snr,min_ID,peak_ID
861,Dragons_Egg_Lake,detail_1,16,1065.4681687408397,884.6890865244615,30.0,5.3110717573132495,lo-carb,78
861,Dragons_Egg_Lake,detail_1,16,1143.0937411191112,3568.015107966931,75.30870141707767,21.419936741885184,unidentified,79
861,Dragons_Egg_Lake,detail_1,17,990.7453312927591,4289.346846769008,61.546563624197574,16.16580611270378,pyroxene,80
861,Dragons_Egg_Lake,detail_1,17,1013.1811745422852,72938.40027383604,30.0,274.89221066041523,sulf1_v1,81
861,Dragons_Egg_Lake,detail_1,17,1066.0821765643543,1573.7287469344533,41.66165098301812,5.931111356987608,lo-carb,82
861,Dragons_Egg_Lake,detail_1,17,1129.44600812562,1304.35946416572,30.0,4.91590513713212,sulf_v3,83
861,Dragons_Egg_Lake,detail_1,17,1143.8873123435487,10890.168200589878,78.79537987063141,41.043159705790245,unidentified,84
861,Dragons_Egg_Lake,detail_1,18,986.8011604901274,988.4323918856544,30.0,8.876457620083487,pyroxene,85
861,Dragons_Egg_Lake,detail_1,18,1020.6093912644276,12304.264505452064,30.0,110.49646220171375,sulf2_v1,86
861,Dragons_Egg_Lake,detail_1,18,1077.0705946715334,472.43606591176433,30.0,4.242635866338414,hi-carb,87
861,Dragons_Egg_Lake,detail_1,18,1150.7639107936498,2006.667082538342,71.59464079566813,18.020549975894287,unidentified,88
861,Dragons_Egg_Lake,detail_1,19,993.254055357354,2092.526089468804,58.63914852384993,18.95774486596341,pyroxene,89
861,Dragons_Egg_Lake,detail_1,19,1013.943858718601,28102.70258497311,30.0,254.60321299277788,sulf1_v1,90
861,Dragons_Egg_Lake,detail_1,19,1071.0997246892878,1093.0458088298176,44.46845565722686,9.90271216922632,lo-carb,91
861,Dragons_Egg_Lake,detail_1,19,1137.069019027033,4312.480982688819,67.25905999525733,39.06996171784294,unidentified,92
861,Dragons_Egg_Lake,detail_1,19,1176.4922886149643,1284.6736367151918,31.96567974689738,11.638810700352346,unidentified,93
861,Dragons_Egg_Lake,detail_1,20,993.9603905174952,3894.976686969446,30.0,31.341987909572804,pyroxene,94
861,Dragons_Egg_Lake,detail_1,20,1015.4480350433042,26245.63936243292,30.0,211.1926662689248,sulf1_v1,95
861,Dragons_Egg_Lake,detail_1,20,1050.4995096292846,797.6927189624593,30.0,6.418851141501524,1050,96
861,Dragons_Egg_Lake,detail_1,20,1074.965202551029,446.04312239514786,39.9998165501032,3.589207143659212,lo-carb,97
861,Dragons_Egg_Lake,detail_1,20,1146.289742136184,4020.059025571911,79.20203023915077,32.34849692342517,unidentified,98
861,Dragons_Egg_Lake,detail_1,21,999.9858835956088,13534.1284309892,42.87277950437552,107.92921330929178,pyroxene,99
861,Dragons_Egg_Lake,detail_1,21,1014.05605576313,82610.53855276565,30.37571253128964,658.785712173506,sulf1_v1,100
861,Dragons_Egg_Lake,detail_1,21,1060.7783705026725,2157.2226864185336,30.0,17.202980499653215,lo-carb,101
861,Dragons_Egg_Lake,detail_1,21,1145.6418115179806,13541.228295684912,77.93425709251389,107.98583186549344,unidentified,102
861,Dragons_Egg_Lake,detail_1,22,980.6218086035174,3275.380864032726,53.223918842674635,18.816903323220675,pyroxene,103
861,Dragons_Egg_Lake,detail_1,22,1011.3336840654345,86934.11545192133,30.0,499.4322534859152,sulf1_v1,104
861,Dragons_Egg_Lake,detail_1,22,1069.0892316806626,2191.395854290076,41.62996718153158,12.58946230830484,lo-carb,105
861,Dragons_Egg_Lake,detail_1,22,1126.4900113948818,10600.661823205652,45.13083451258069,60.90028517899528,sulf_v3,106
861,Dragons_Egg_Lake,detail_1,22,1164.9120810018703,8671.646588825559,48.99651467225832,49.81818673574462,unidentified,107
861,Dragons_Egg_Lake,detail_1,23,995.3096388387992,9338.382542669327,45.101965878585986,55.34881034251449,pyroxene,108
861,Dragons_Egg_Lake,detail_1,23,1014.3477858518288,85311.6204429831,30.0,505.6439568989347,sulf1_v1,109
861,Dragons_Egg_Lake,detail_1,23,1060.2622847518708,2553.1000749547725,30.0,15.132283475050082,lo-carb,110
861,Dragons_Egg_Lake,detail_1,23,1127.3902888238683,2275.866255535122,30.0,13.48911218478904,sulf_v3,111
861,Dragons_Egg_Lake,detail_1,23,1144.8543801342971,13269.050638579602,76.02677576837047,78.64597149069364,unidentified,112
861,Dragons_Egg_Lake,detail_1,24,717.9996411270379,464.7471726685134,90.0,3.0569941797434503,unidentified,113
861,Dragons_Egg_Lake,detail_1,24,990.4107618728568,1223.291263409223,90.0,8.04651322761315,pyroxene,114
861,Dragons_Egg_Lake,detail_1,24,1012.5150341720476,23442.125726677114,32.47814863300235,154.19661726136042,sulf1_v1,115
861,Dragons_Egg_Lake,detail_1,24,1093.3830637029212,2230.25264995473,83.71282045530424,14.67006099493142,hi-carb,116
861,Dragons_Egg_Lake,detail_1,24,1148.6431066052903,3370.9977026979063,67.75925231425613,22.17360526994813,unidentified,117
861,Dragons_Egg_Lake,detail_1,25,990.5511487408318,1238.2226722152172,69.60947628451746,5.330722268533112,pyroxene,118
861,Dragons_Egg_Lake,detail_1,25,1011.4591268542752,18114.863697565397,30.0,77.9870288849547,sulf1_v1,119
861,Dragons_Egg_Lake,detail_1,25,1084.0755183327024,1489.3809298782096,68.27964322561303,6.411993793512411,hi-carb,120
861,Dragons_Egg_Lake,detail_1,25,1146.9561308682294,2748.6544561933756,74.23878624910637,11.83334294139468,unidentified,121
861,Dragons_Egg_Lake,detail_1,26,715.8588407493396,452.31049551842216,90.0,2.565287316073663,unidentified,122
861,Dragons_Egg_Lake,detail_1,26,988.4921843041805,2012.589754073736,30.0,11.414439902986704,pyroxene,123
861,Dragons_Egg_Lake,detail_1,26,1017.9244470418324,24614.920552368934,30.0,139.6039758192636,sulf1_v1,124
861,Dragons_Egg_Lake,detail_1,26,1090.358400786029,2784.6156168361326,61.46220746878805,15.792998820031643,hi-carb,125
861,Dragons_Egg_Lake,detail_1,26,1151.8508139730543,3478.0062745670843,70.0032088895283,19.725576721684025,unidentified,126
861,Dragons_Egg_Lake,detail_1,27,959.6732178995148,1489.8618205746357,39.0579788478009,15.49780261577614,phosphate,127
861,Dragons_Egg_Lake,detail_1,27,1010.2551120015626,44680.740876120915,33.2728341109263,464.77686270105585,sulf1_v1,128
861,Dragons_Egg_Lake,detail_1,27,1034.1423218882985,3161.9323603719167,52.36889812065522,32.89097212154802,sulf2_v1,129
861,Dragons_Egg_Lake,detail_1,27,1125.983127294977,6678.3346716905335,90.0,69.46920252244234,sulf_v3,130
861,Dragons_Egg_Lake,detail_1,27,1162.256423584734,1793.3106433407063,47.058315447755874,18.654330217379048,unidentified,131
861,Dragons_Egg_Lake,detail_1,28,991.5530670225688,3368.450704468443,53.09378332067958,29.46035290337286,pyroxene,132
861,Dragons_Egg_Lake,detail_1,28,1013.0885167209336,55036.54746923839,30.0,481.3477332104402,sulf1_v1,133
861,Dragons_Egg_Lake,detail_1,28,1059.4300001299137,933.5491954265036,30.0,8.164788848903354,lo-carb,134
861,Dragons_Egg_Lake,detail_1,28,1124.1820404574432,765.0593530897938,30.0,6.691182538058908,sulf_v3,135
861,Dragons_Egg_Lake,detail_1,28,1146.0663850574958,7915.917900105492,79.39859281937797,69.2323431011988,unidentified,136
861,Dragons_Egg_Lake,detail_1,29,972.872380091102,556.7790947679199,30.0,3.951476670260639,phosphate,137
861,Dragons_Egg_Lake,detail_1,29,1015.8877621450372,9148.122077463608,30.0,64.92447598245658,sulf1_v1,138
861,Dragons_Egg_Lake,detail_1,29,1146.167671713068,1232.0979092168416,85.36812026504676,8.744233017183634,unidentified,139
861,Dragons_Egg_Lake,detail_1,30,972.2915253527972,804.7494604505695,30.0,5.235604273102977,phosphate,140
861,Dragons_Egg_Lake,detail_1,30,994.7743041712636,2884.5823451315027,30.0,18.7667496463212,pyroxene,141
861,Dragons_Egg_Lake,detail_1,30,1018.8940013741262,34063.16617967706,30.0,221.6109077052166,sulf1_v1,142
861,Dragons_Egg_Lake,detail_1,30,1149.6735873586651,4813.580812503917,82.40516943958266,31.316584240717237,unidentified,143
861,Dragons_Egg_Lake,detail_1,31,974.6018028868458,2072.326729608578,30.531286985731963,14.178487937565391,phosphate,144
861,Dragons_Egg_Lake,detail_1,31,1009.4830324145008,65278.48226531585,30.0,446.6236719130558,sulf1_v1,145
861,Dragons_Egg_Lake,detail_1,31,1059.766389812461,908.8867585481358,30.0,6.218440248136784,lo-carb,146
861,Dragons_Egg_Lake,detail_1,31,1141.9064963825854,9257.98504970486,74.85072884219169,63.34147385059999,unidentified,147
861,Dragons_Egg_Lake,detail_1,32,712.6930054784184,583.2466978213657,90.0,4.073622832167369,unidentified,148
861,Dragons_Egg_Lake,detail_1,32,989.449623236311,3494.8531071503576,30.0,24.40941965987629,pyroxene,149
861,Dragons_Egg_Lake,detail_1,32,1021.101169190025,42155.39802610136,30.0,294.42977138093454,sulf2_v1,150
861,Dragons_Egg_Lake,detail_1,32,1080.1702666052024,2124.6004967400363,34.91140029802172,14.83904002385815,hi-carb,151
861,Dragons_Egg_Lake,detail_1,32,1147.515261547246,6433.7720635329815,76.70367415039149,44.93597798816107,unidentified,152
861,Dragons_Egg_Lake,detail_1,33,990.9988448019948,3264.780276105594,50.713225449720674,14.22998906829956,pyroxene,153
861,Dragons_Egg_Lake,detail_1,33,1012.9678967397352,51881.16111816142,30.0,226.13110014336752,sulf1_v1,154
861,Dragons_Egg_Lake,detail_1,33,1097.7984048870153,5158.629721837282,64.84957398697985,22.484589571434753,hi-carb,155
861,Dragons_Egg_Lake,detail_1,33,1145.1779177176195,2848.3118905370648,64.98166580185742,12.414754941425391,unidentified,156
861,Dragons_Egg_Lake,detail_1,33,1155.0791764857756,3801.7198417182553,65.61138330100842,16.57031322577084,unidentified,157
861,Dragons_Egg_Lake,detail_1,34,995.6345957892322,4308.718034907486,61.750312347124435,23.891200421501154,pyroxene,158
861,Dragons_Egg_Lake,detail_1,34,1012.3661489641704,78079.84780191872,31.69966745256426,432.9411387802728,sulf1_v1,159
861,Dragons_Egg_Lake,detail_1,34,1092.4985129032227,3920.9877540256416,75.04429241343998,21.74129370331137,hi-carb,160
861,Dragons_Egg_Lake,detail_1,34,1094.107713627148,2020.228912998748,30.0,11.201868738389336,hi-carb,161
861,Dragons_Egg_Lake,detail_1,34,1145.4254137472728,11184.46809848162,78.88443826599388,62.01621150046956,unidentified,162
861,Dragons_Egg_Lake,detail_1,35,952.7741025075276,530.6649443946568,50.39635467477935,4.124087466300815,phosphate,163
861,Dragons_Egg_Lake,detail_1,35,992.3780431778348,2713.5401697688644,30.0,21.08840450392532,pyroxene,164
861,Dragons_Egg_Lake,detail_1,35,1019.7951376571116,29520.158076116593,30.0,229.41729091189055,sulf1_v1,165
861,Dragons_Egg_Lake,detail_1,35,1085.205687372489,3302.540794653882,41.404290489065126,25.66585044300572,hi-carb,166
861,Dragons_Egg_Lake,detail_1,35,1146.0058884108037,4393.736499879188,83.15634172287206,34.14612896665013,unidentified,167
861,Dragons_Egg_Lake,detail_1,36,974.168897608388,2591.285309448659,30.0,22.75145135278585,phosphate,168
861,Dragons_Egg_Lake,detail_1,36,1009.8691611898896,54928.56904752537,30.0,482.27212264357274,sulf1_v1,169
861,Dragons_Egg_Lake,detail_1,36,1054.028304918948,1826.6106947115368,30.0,16.037618169513756,1050,170
861,Dragons_Egg_Lake,detail_1,36,1116.3772672617376,1496.283589598151,30.0,13.137350477997838,unidentified,171
861,Dragons_Egg_Lake,detail_1,36,1135.7469805601595,8116.383860718757,80.32711675989833,71.26174485470631,unidentified,172
861,Dragons_Egg_Lake,detail_1,37,700.0,760.3683053806942,74.10331903054416,6.930536451125904,unidentified,173
861,Dragons_Egg_Lake,detail_1,37,999.2218611605142,2886.1662557128807,90.0,26.30656787990779,pyroxene,174
861,Dragons_Egg_Lake,detail_1,37,1011.0798445310588,50055.987864289345,33.12337813570922,456.2458035607929,sulf1_v1,175
861,Dragons_Egg_Lake,detail_1,37,1142.234787069066,8174.126164650928,80.55964269618823,74.50478792885995,unidentified,176
861,Dragons_Egg_Lake,detail_1,38,961.2689957162344,1191.1331654113908,43.5834200035231,15.144587274375594,phosphate,177
861,Dragons_Egg_Lake,detail_1,38,996.0503461095616,8750.769964047766,30.0,111.26111108889674,pyroxene,178
861,Dragons_Egg_Lake,detail_1,38,1016.276406783412,51992.833392476176,30.251927724942306,661.0595908329623,sulf1_v1,179
861,Dragons_Egg_Lake,detail_1,38,1063.7197447655876,1176.2666060918982,35.910148727237136,14.955567346443374,lo-carb,180
861,Dragons_Egg_Lake,detail_1,38,1145.9266810608317,8400.26236050285,77.40688534735325,106.8046043385496,unidentified,181
861,Dragons_Egg_Lake,detail_1,39,992.1384660635414,2213.049427265815,30.0,15.489678024730248,pyroxene,182
861,Dragons_Egg_Lake,detail_1,39,1005.4808922327636,1675.449316132273,85.77960260878474,11.726882433758767,pyroxene,183
861,Dragons_Egg_Lake,detail_1,39,1013.993542372442,36632.51147035849,30.0,256.39997052128,sulf1_v1,184
861,Dragons_Egg_Lake,detail_1,39,1140.4802721383255,5316.5769028984705,73.67354584940956,37.212031238434385,unidentified,185
861,Dragons_Egg_Lake,detail_1,39,1172.1420435053674,1007.9263665574867,33.48503539670375,7.054724896000462,unidentified,186
861,Dragons_Egg_Lake,detail_1,40,994.639943274491,3960.7328284389887,48.64031335205579,31.019666208701516,pyroxene,187
861,Dragons_Egg_Lake,detail_1,40,1011.1490975995836,48053.97160553101,30.0,376.3490807819718,sulf1_v1,188
861,Dragons_Egg_Lake,detail_1,40,1054.421299371288,1363.702492345153,34.46114792917074,10.680244781164136,1050,189
861,Dragons_Egg_Lake,detail_1,40,1119.5024573544722,947.7516058520674,41.764693870877814,7.42260074984122,unidentified,190
861,Dragons_Egg_Lake,detail_1,40,1142.076183745381,6890.540107494083,82.80436685010811,53.96533000090723,unidentified,191
861,Dragons_Egg_Lake,detail_1,41,992.0238375691396,3325.173313540767,48.1819600248049,42.66062552685588,pyroxene,192
861,Dragons_Egg_Lake,detail_1,41,992.159866755767,1951.451588079506,30.0,25.036332721015437,pyroxene,193
861,Dragons_Egg_Lake,detail_1,41,1014.3229075585156,46000.92069115429,30.0,590.1731628557623,sulf1_v1,194
861,Dragons_Egg_Lake,detail_1,41,1065.2761126297412,1096.754039210374,30.0,14.070909678990104,lo-carb,195
861,Dragons_Egg_Lake,detail_1,41,1143.548021279712,7043.0981518446015,77.48492740851175,90.36009388779476,unidentified,196
861,Dragons_Egg_Lake,detail_1,42,700.0,526.7351633467014,46.641932027643584,6.472400256917081,unidentified,197
861,Dragons_Egg_Lake,detail_1,42,977.88537358756,940.8011218880358,52.702834905115765,11.560347299251813,phosphate,198
861,Dragons_Egg_Lake,detail_1,42,1012.8021587686436,14716.18835164114,31.339579470190948,180.82912988535105,sulf1_v1,199
861,Dragons_Egg_Lake,detail_1,42,1072.9498961022082,455.26411548154374,79.20518697901451,5.594180497246129,lo-carb,200
861,Dragons_Egg_Lake,detail_1,42,1147.9942128982382,2354.5715545290045,71.46588929584227,28.93243245359768,unidentified,201
861,Dragons_Egg_Lake,detail_1,43,700.0,591.8607398578887,70.0000002045617,4.232887712246809,unidentified,202
861,Dragons_Egg_Lake,detail_1,43,1000.5162085957436,2807.6587969434613,63.0161930163003,20.07989991804021,pyroxene,203
861,Dragons_Egg_Lake,detail_1,43,1012.9055907500292,24984.74486067722,30.839926736369968,178.68666122334048,sulf1_v1,204
861,Dragons_Egg_Lake,detail_1,43,1116.1082013104383,3526.0877801964475,82.23385507319536,25.2179822582605,unidentified,205
861,Dragons_Egg_Lake,detail_1,43,1162.643962027341,2332.956209019467,54.40670977758247,16.68490745431014,unidentified,206
861,Dragons_Egg_Lake,detail_1,44,941.7741805830552,693.3641060820343,43.47470072885023,5.426646803764098,unidentified,207
861,Dragons_Egg_Lake,detail_1,44,995.0937113474904,4396.517367354657,30.0,34.4095500617474,pyroxene,208
861,Dragons_Egg_Lake,detail_1,44,1015.8763199751688,38476.330142449064,30.0,301.1368084337926,sulf1_v1,209
861,Dragons_Egg_Lake,detail_1,44,1081.4219714141575,4128.902077927409,40.32537180066936,32.31504640591934,hi-carb,210
861,Dragons_Egg_Lake,detail_1,44,1143.7787378854157,6217.683431367912,78.55577963554784,48.66299196003901,unidentified,211
861,Dragons_Egg_Lake,detail_1,45,990.6196750513848,4127.445851493763,30.1957267537987,30.638916111383487,pyroxene,212
861,Dragons_Egg_Lake,detail_1,45,1019.0114764946484,36834.205207116254,30.0,273.42820814036423,sulf1_v1,213
861,Dragons_Egg_Lake,detail_1,45,1076.4974475186475,1355.565137100448,35.830821647477784,10.06265085321603,hi-carb,214
861,Dragons_Egg_Lake,detail_1,45,1119.7651635237737,1350.6436651125755,33.258196270026055,10.026117710733647,unidentified,215
861,Dragons_Egg_Lake,detail_1,45,1156.1528415064192,5630.271668856651,61.318968276146094,41.79471458940318,unidentified,216
861,Dragons_Egg_Lake,detail_1,46,998.7282032997316,26240.406647742664,30.0,152.98682420664198,pyroxene,217
861,Dragons_Egg_Lake,detail_1,46,1002.784264362622,3344.171992062829,90.0,19.497192232365933,pyroxene,218
861,Dragons_Egg_Lake,detail_1,46,1016.6822920757544,124630.21204071544,30.0,726.6190877400015,sulf1_v1,219
861,Dragons_Egg_Lake,detail_1,46,1128.8478602823204,1964.5125205093236,30.0,11.453501299026607,sulf_v3,220
861,Dragons_Egg_Lake,detail_1,46,1148.6887398885494,20047.55261939897,81.51356839820212,116.88124538349086,unidentified,221
861,Dragons_Egg_Lake,detail_1,47,700.0,653.0746964159755,51.119992983055944,3.1629985120507773,unidentified,222
861,Dragons_Egg_Lake,detail_1,47,989.567588237656,2100.9823207895847,64.83031205143148,10.175564894753876,pyroxene,223
861,Dragons_Egg_Lake,detail_1,47,1009.2734788843304,51891.80175068663,31.5500659416594,251.32453090865255,sulf1_v1,224
861,Dragons_Egg_Lake,detail_1,47,1038.5092439761102,1677.8116279625642,61.19145892052209,8.126047007901292,sulf2_v1,225
861,Dragons_Egg_Lake,detail_1,47,1138.5670592110223,8332.052119162576,79.25833074540803,40.354141111071954,unidentified,226
861,Dragons_Egg_Lake,detail_1,48,999.3105737306016,10464.91930269957,36.78875588195966,49.3015201077469,pyroxene,227
861,Dragons_Egg_Lake,detail_1,48,1013.6131220384312,55732.71965688255,30.058665681382056,262.5636872435707,sulf1_v1,228
